Canadian citizens,Not Canadian citizens,Non-immigrants,Immigrants,Non-permanent residents,Under 5 years,5 to 14 years,15 to 24 years,25 to 44 years,45 years and over,Total visible minority population,Not a visible minority,"No certificate, diploma or degree",High school certificate or equivalent,"Postsecondary certificate, diploma or degree","No postsecondary certificate, diploma or degree",Education,"Visual and performing arts, and communications technologies",Humanities,Social and behavioural sciences and law,"Business, management and public administration",Physical and life sciences and technologies,"Mathematics, computer and information sciences","Architecture, engineering, and related technologies","Agriculture, natural resources and conservation","Health, parks, recreation and fitness","Personal, protective and transportation services",Other,"With postsecondary certificate, diploma or degree",English,French,Non-official language,English and French,English and non-official language,French and non-official language,"English, French and non-official language",In the labour force,Not in the labour force,Participation rate,Employment rate,Unemployment rate,Worked at home,Worked outside Canada,No fixed workplace address,Worked at usual place,Walked or bicycled,Riding Vote
0.965639646,0.021030348,0.882904869,0.0998826,0.003836305,0.054262921,0.127707368,0.135934626,0.243674718,0.438216996,0.042106917,0.944563077,0.246725274,0.235308799,0.322434529,0.482080294,0.024219566,0.006239774,0.011092931,0.024265787,0.069238378,0.005500245,0.010076079,0.077604297,0.017194043,0.054910009,0.0220472,0,0.322434529,0.929264076,0.0067482,0.043863298,0.003142997,0.005315363,0,0,0.52913281,0.275335792,0.000608262,0.000564815,6.66E-05,0.037808407,0.002403468,0.036976437,0.414043651,0.032400603,0
0.961960863,0.02745607,0.889576677,0.096096246,0.00374401,0.052166534,0.132038738,0.130291534,0.258586262,0.427316294,0.017472045,0.971695288,0.219898163,0.263827875,0.322484026,0.483476438,0.017721645,0.006240016,0.009235224,0.027955272,0.05466254,0.005491214,0.010982428,0.098342652,0.007238419,0.056659345,0.027705671,0,0.322484026,0.954472843,0.001248003,0.029702476,0.001996805,0.002995208,0,0,0.533396565,0.272563898,0.003304712,0.003120008,0.000279553,0.032448083,0.010732827,0.037190495,0.423572284,0.021216054,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.958848486,0.02604349,0.841932819,0.139598706,0.003290441,0.046626248,0.113415198,0.13798849,0.230260855,0.471723211,0.040395413,0.944496563,0.171172937,0.244682787,0.409694899,0.415855725,0.025763452,0.008261107,0.019042552,0.032974419,0.069589325,0.013791848,0.011201501,0.127977149,0.006230835,0.068189137,0.026603565,0,0.409694899,0.939805934,0.009521276,0.029683978,0.002940394,0.004690629,0,0.000140019,0.512328652,0.313291981,0.000869517,0.000805108,0.000103614,0.017852392,0.007000938,0.041305535,0.408364721,0.032204315,0
0.969058296,0.01793722,0.875784753,0.10941704,0.001345291,0.040807175,0.09058296,0.112556054,0.19103139,0.565022422,0.009865471,0.976681614,0.222869955,0.246636771,0.384753363,0.469955157,0.033183857,0.010313901,0.026457399,0.030493274,0.069058296,0.004035874,0.007623318,0.089237668,0.016591928,0.069058296,0.028699552,0,0.384753363,0.962331839,0.001345291,0.022421525,0.000896861,0.000896861,0,0,0.522869955,0.331390135,0.005488789,0.005309417,0.000295964,0.065022422,0.003587444,0.056950673,0.380269058,0.042600897,0
0.979626486,0.009337861,0.893039049,0.095076401,0.001697793,0.05008489,0.130730051,0.127334465,0.24278438,0.449066214,0.021222411,0.967741935,0.23344652,0.241935484,0.336162988,0.474533107,0.025466893,0.003395586,0.015280136,0.020373514,0.057724958,0.008488964,0.005942275,0.084889643,0.0237691,0.061120543,0.027164686,0,0.336162988,0.960950764,0.004244482,0.0237691,0,0,0,0,0.55008489,0.260611205,0.011511036,0.01106961,0.000628183,0.074702886,0.006791171,0.053480475,0.395585739,0.022920204,0
0.95516069,0.023734685,0.855731606,0.118673424,0.004490346,0.055487844,0.148822888,0.125729681,0.237667586,0.432676888,0.0189236,0.959971775,0.139200718,0.19853743,0.437808711,0.337738149,0.038488678,0.010905125,0.016036949,0.040733851,0.084033613,0.015074732,0.019244339,0.092693566,0.02213099,0.075052922,0.023413946,0,0.437808711,0.954198473,0.001603695,0.0189236,0.000641478,0.00320739,0,0,0.579896081,0.195971518,0.004798255,0.0046443,0.000205273,0.076335878,0.002886651,0.050676759,0.431073193,0.019565078,0
0.931071667,0.058414563,0.763404702,0.214588743,0.011492785,0.052412775,0.120248585,0.14926432,0.283332624,0.394770073,0.136083089,0.853403141,0.167241306,0.230139474,0.419614353,0.39738078,0.029441394,0.01525277,0.028277927,0.048893997,0.082591978,0.016047333,0.020218789,0.0778246,0.006030165,0.071751869,0.023269343,0,0.419614353,0.869336966,0.004554548,0.10153379,0.001787767,0.01257112,0.000127698,0.000141886,0.543580357,0.273386399,0.000188709,0.000176506,1.84E-05,0.027909023,0.00227018,0.045020503,0.4331503,0.039146412,0
0.961424332,0.008902077,0.885756677,0.082344214,0.00148368,0.060089021,0.147626113,0.142433234,0.237388724,0.412462908,0.008160237,0.962166172,0.213649852,0.209198813,0.341246291,0.422848665,0.022997033,0.008160237,0.014094955,0.027448071,0.050445104,0.005192878,0.008160237,0.084569733,0.028189911,0.069732938,0.022255193,0,0.341246291,0.955489614,0,0.014094955,0,0.00148368,0,0,0.574183976,0.190652819,0.011142433,0.01078635,0.000459941,0.114243323,0.00148368,0.052670623,0.387982196,0.025964392,0
0.98417242,0.013470281,0.963966998,0.033675703,0,0.059774373,0.146489308,0.157433911,0.231520458,0.404108436,0.001683785,0.996800808,0.280350227,0.226469103,0.28455969,0.50681933,0.020205422,0.005893248,0.007577033,0.012628389,0.053039232,0,0.006735141,0.084189257,0.023572992,0.048829769,0.020205422,0,0.28455969,0.966492676,0,0.02946624,0,0.001683785,0,0,0.603636976,0.187742044,0.012830443,0.012443172,0.000488298,0.103552787,0.001683785,0.05893248,0.42178818,0.025256777,0
0.967914439,0.014854427,0.908496732,0.073677956,0,0.038027332,0.098039216,0.108140226,0.188948307,0.566250743,0.013071895,0.96969697,0.225787285,0.226381462,0.395127748,0.451574569,0.036838978,0.017825312,0.012477718,0.032679739,0.054070113,0.004159239,0.006535948,0.111111111,0.016636958,0.074272133,0.028520499,0,0.395127748,0.976827094,0,0.002376708,0,0.003565062,0,0,0.490196078,0.356506239,0.00688057,0.006512181,0.000629828,0.054070113,0.001188354,0.060011884,0.349376114,0.036838978,0
0.949350649,0.04025974,0.84025974,0.148051948,0,0.023376623,0.087012987,0.096103896,0.15974026,0.632467532,0.006493506,0.981818182,0.235064935,0.241558442,0.402597403,0.475324675,0.048051948,0.011688312,0.020779221,0.02987013,0.049350649,0.014285714,0.006493506,0.101298701,0.015584416,0.075324675,0.028571429,0,0.402597403,0.977922078,0,0.007792208,0,0.002597403,0,0,0.454545455,0.424675325,0.013402597,0.012233766,0.002311688,0.072727273,0,0.053246753,0.285714286,0.057142857,0
0.974739605,0.015582711,0.921020258,0.065611416,0.003690642,0.046748134,0.126712048,0.12138112,0.216517674,0.489215123,0.008201427,0.982120889,0.257934881,0.225539244,0.333798081,0.483474124,0.029115066,0.013532355,0.011481998,0.02132371,0.057409989,0.003690642,0.002050357,0.086935127,0.017222997,0.064381202,0.025834495,0,0.333798081,0.973099319,0,0.017222997,0.001640285,0,0,0,0.547855327,0.269416879,0.005503158,0.005322726,0.000254244,0.095956696,0.002460428,0.063150988,0.368654146,0.041417207,0
0.976265823,0.016350211,0.894514768,0.09757384,0.001054852,0.048523207,0.125,0.128164557,0.217299578,0.482067511,0.01371308,0.97943038,0.238924051,0.228902954,0.351265823,0.467827004,0.027953586,0.009493671,0.01371308,0.043776371,0.056434599,0.010021097,0.007383966,0.084915612,0.016350211,0.056962025,0.022679325,0,0.351265823,0.955168776,0.002109705,0.032172996,0.004746835,0.001582278,0,0,0.525843882,0.293248945,0.006772152,0.006392405,0.000590717,0.089662447,0.002109705,0.071202532,0.333333333,0.044303797,0
0.94377787,0.016779295,0.889992185,0.068726153,0.001608973,0.047349791,0.11101917,0.135153772,0.229393647,0.476945709,0.029651083,0.930906082,0.23100262,0.215832299,0.355123431,0.446834919,0.028271962,0.014250908,0.017239002,0.028501816,0.064358939,0.006895601,0.009883694,0.07332322,0.00551648,0.07952926,0.027122696,0,0.355123431,0.944237576,0.001838827,0.010803108,0.001149267,0.00206868,0,0,0.49556383,0.30639452,0.002840987,0.002629522,0.000340183,0.025054016,0.001149267,0.03700639,0.395577621,0.054015538,0
0.953281943,0.03429884,0.851825897,0.130343378,0.005411508,0.064782372,0.148213034,0.137935062,0.315619404,0.333411197,0.06633964,0.921202211,0.168730047,0.227984116,0.378065872,0.396753095,0.026551429,0.016740637,0.014599393,0.042435568,0.080043604,0.007630616,0.014482598,0.078525267,0.00657946,0.058319707,0.032157596,0,0.378065872,0.936268785,0.007747411,0.034804952,0.002530561,0.007124504,0.000194659,7.79E-05,0.560850269,0.213929767,0.000563731,0.000529471,4.67E-05,0.031768278,0.001868722,0.058553298,0.434945106,0.024682707,0
0.985000773,0.014689964,0.933972476,0.06417195,0.001546312,0.033245709,0.118292872,0.107468687,0.207205814,0.53657028,0.010051028,0.990412865,0.161589609,0.228854183,0.458481522,0.391216948,0.051801454,0.032472553,0.028606773,0.035565177,0.087366631,0.013143652,0.008504716,0.091232411,0.020875213,0.058759858,0.029379929,0,0.458481522,0.984227617,0,0.013143652,0,0.001546312,0,0,0.557445493,0.292252977,0.010143807,0.009772692,0.000556672,0.078861914,0.002319468,0.092005567,0.364156487,0.045616205,0
0.960361968,0.007009941,0.93295947,0.03186337,0.001911802,0.044608718,0.105149121,0.117257201,0.225592659,0.507264848,0.008921744,0.957812898,0.211572776,0.277211318,0.328829977,0.488784094,0.020392557,0.010833546,0.020392557,0.0293143,0.058628601,0.005098139,0.008284476,0.081570227,0.007647209,0.066913077,0.019118022,0,0.328829977,0.950802957,0.006372674,0.007647209,0.004460872,0,0,0,0.469666072,0.347947999,0.00731583,0.006844252,0.000828448,0.01720622,0.00254907,0.040147846,0.379174101,0.062452205,0
0.956927495,0.008614501,0.916367552,0.047738693,0.00143575,0.045585068,0.109475951,0.126346016,0.236539842,0.482053123,0.016870065,0.948312994,0.241564968,0.217516152,0.351040919,0.45908112,0.038765255,0.008973439,0.013998564,0.026920316,0.05707107,0.006460876,0.010050251,0.075376884,0.010409189,0.070710696,0.033022254,0,0.351040919,0.916008615,0.027638191,0.013998564,0.007178751,0.001794688,0,0,0.44149318,0.368987796,0.003912419,0.003653984,0.000466619,0.018305815,0.001076813,0.033740129,0.359296482,0.054558507,0
0.951357855,0.011172224,0.896356136,0.064455139,0,0.045548298,0.104847026,0.117738054,0.210553455,0.52337573,0.020625645,0.941904435,0.245788931,0.22688209,0.340323135,0.472671021,0.02320385,0.012031626,0.01375043,0.030938467,0.052423513,0.005156411,0.008594019,0.082502578,0.012031626,0.077346167,0.021485046,0,0.340323135,0.939326229,0.003437607,0.016328635,0.001718804,0.002578206,0,0,0.483843245,0.328291509,0.01024407,0.009865933,0.000635957,0.025782056,0.001718804,0.058439326,0.378996219,0.079064971,0
0.939278371,0.033743718,0.826358494,0.13825966,0.008403935,0.047821376,0.109891047,0.147602106,0.273447832,0.421391214,0.069535096,0.903486993,0.148455297,0.217051883,0.449503869,0.36546452,0.034212974,0.013949679,0.030970846,0.056779885,0.076573925,0.022993507,0.017874359,0.07806701,0.00494851,0.085532434,0.027558081,8.53E-05,0.449503869,0.903401674,0.016253295,0.043512759,0.002772872,0.007380105,0.000213298,8.53E-05,0.522451731,0.292473999,0.000546896,0.000508502,5.97E-05,0.029904357,0.002516915,0.041038505,0.412304726,0.065823714,1
0.945661331,0.048896833,0.691386416,0.300268676,0.002959995,0.050604522,0.147373574,0.153350486,0.271010269,0.377626995,0.303797901,0.690760263,0.134679751,0.232074956,0.430280744,0.366811631,0.022484574,0.018101505,0.02356611,0.052426057,0.108153646,0.014003051,0.026013798,0.093865981,0.004155377,0.049579908,0.017873813,0,0.430280744,0.895170655,0.007115371,0.073146019,0.001992304,0.017076892,0.000284615,0.000170769,0.580785082,0.216307293,0.000829937,0.000775291,7.51E-05,0.034267629,0.001935381,0.053792208,0.452594549,0.015027665,1
0.936040902,0.060277041,0.684951257,0.305544157,0.005822529,0.063770559,0.16197722,0.146450475,0.302327903,0.325340757,0.354952477,0.641310014,0.141404283,0.218428028,0.410626948,0.359887764,0.021293821,0.016968514,0.020406579,0.046358424,0.102032895,0.012754112,0.026839087,0.089445141,0.004713476,0.048853794,0.020905653,0,0.410626948,0.887907993,0.007818825,0.077689177,0.002384464,0.020517484,0.000443621,0.000221811,0.573380505,0.197078754,0.000825136,0.00077301,7.10E-05,0.028669025,0.001940843,0.047412024,0.458759857,0.016192177,1
0,0,0,0,0,0.069444444,0.138888889,0.069444444,0.347222222,0.277777778,0,0.972222222,0.347222222,0.208333333,0.208333333,0.555555556,0,0,0,0,0,0,0,0.138888889,0,0,0.138888889,0,0.208333333,1.041666667,0,0,0,0,0,0,0.555555556,0.208333333,1.111111111,0.972222222,0.347222222,0,0,0.138888889,0.347222222,0,1
0.913671263,0.082724205,0.539612167,0.447782439,0.008958998,0.069306641,0.146734989,0.138717942,0.30498271,0.340274464,0.26458349,0.731811978,0.174135289,0.190567096,0.415818911,0.364702385,0.029012082,0.014443244,0.022648682,0.054298226,0.09988864,0.015761975,0.024637244,0.092855408,0.003642209,0.038661844,0.019843762,6.28E-05,0.415818911,0.687184447,0.002365343,0.267848919,0.001381528,0.037384977,0.000104661,0.000418645,0.555081091,0.225419273,0.000297656,0.000283841,1.97E-05,0.033931158,0.001800172,0.05919637,0.434113687,0.009335778,1
0.89311588,0.103756886,0.424623337,0.563513818,0.008735611,0.054153143,0.128013977,0.147740784,0.282043636,0.388056107,0.651959491,0.344913275,0.144376522,0.21026635,0.46015835,0.354623757,0.028385957,0.01861813,0.025556919,0.051304989,0.128644776,0.020204685,0.03888016,0.087394341,0.004243557,0.045876295,0.011067656,0,0.46015835,0.556230957,0.002809923,0.396734372,0.000764605,0.040046182,0.000191151,0.000305842,0.553325458,0.261475764,0.000259583,0.00024238,2.56E-05,0.040868132,0.004147982,0.044557351,0.426898036,0.01085739,1
0.900100797,0.093667027,0.471438932,0.512187777,0.010141115,0.058757007,0.134753909,0.140562002,0.299808241,0.366124988,0.454106844,0.53969171,0.125995673,0.185336562,0.489109057,0.311362966,0.029009735,0.020558806,0.026489822,0.059556004,0.118835431,0.022433376,0.04102542,0.102855492,0.004271561,0.047632511,0.016317976,0.000122923,0.489109057,0.614244272,0.00377987,0.338160094,0.001628725,0.035401711,0.000307307,0.000676074,0.555364343,0.24510768,0.000426541,0.000403186,3.32E-05,0.047202281,0.003441833,0.051443111,0.423007425,0.01272249,1
0.936404292,0.051124315,0.758046568,0.220978815,0.008503223,0.06057234,0.161141321,0.144554788,0.2813412,0.352516324,0.129437947,0.858090659,0.119150098,0.193369586,0.453190283,0.312519683,0.028449054,0.017006446,0.032963111,0.069495475,0.112326524,0.016166621,0.022465305,0.081777908,0.005773793,0.046190346,0.0205757,0,0.453190283,0.888639274,0.006193706,0.078523589,0.002204539,0.012177455,0.000209956,0,0.580003779,0.185601209,0.001589368,0.001509584,0.000104978,0.051124315,0.001889605,0.04923471,0.448571249,0.021205568,1
0.940238239,0.047244094,0.765192812,0.216972878,0.005316643,0.057675483,0.154317249,0.141463086,0.290127196,0.356416986,0.149673598,0.837943334,0.144155058,0.217107477,0.414227068,0.361195235,0.030486574,0.018911098,0.023016354,0.051483949,0.094959284,0.013190659,0.020189784,0.081903224,0.006595329,0.049734168,0.023554748,0,0.414227068,0.881418669,0.006191534,0.082912713,0.001278686,0.016219126,0,0.000134599,0.581734975,0.193754627,0.001009489,0.00096238,6.33E-05,0.039706575,0.001817081,0.046369204,0.466451309,0.02712161,1
0.837472901,0.151854706,0.473073139,0.494439098,0.02181537,0.053919236,0.109712014,0.127292941,0.320197772,0.388871645,0.464442466,0.524883143,0.168149321,0.20083043,0.456914346,0.368979751,0.026826793,0.027068475,0.03498209,0.063810255,0.102333697,0.019612261,0.029505277,0.08204832,0.005099308,0.050505716,0.015076214,4.79E-05,0.456914346,0.636692405,0.005406904,0.308199519,0.001635853,0.036761754,0.000431434,0.000407465,0.537226943,0.288669151,2.60E-05,2.40E-05,3.04E-06,0.03414319,0.003119905,0.05200375,0.406967895,0.040486865,1
0.854612003,0.141059219,0.4711173,0.513425344,0.011128578,0.059419728,0.139787809,0.142667179,0.302730241,0.355396538,0.488258901,0.507412321,0.145591423,0.204435277,0.446556647,0.3500267,0.023551004,0.01506995,0.027537249,0.04929332,0.112542237,0.02123255,0.029713604,0.100149727,0.005115556,0.045441695,0.01687984,1.50E-05,0.446556647,0.653011223,0.00542219,0.288886828,0.001525692,0.046271851,0.000276719,0.000366465,0.56401999,0.232570836,0.000105901,9.90E-05,9.72E-06,0.031119634,0.003163568,0.05244193,0.440394047,0.014621217,1
0.846161648,0.1486955,0.511933906,0.475304629,0.007618613,0.074226728,0.154700488,0.139175115,0.325652481,0.306208305,0.567419538,0.427449136,0.172738505,0.226990867,0.366119878,0.399752424,0.019651642,0.011203165,0.024999654,0.036041456,0.088657142,0.014695509,0.023051779,0.086617059,0.004737141,0.039130395,0.01730036,2.31E-05,0.366119878,0.675405596,0.003261827,0.272229983,0.001463788,0.04276105,0.000172888,0.000172888,0.555513294,0.210347483,0.000167125,0.000156061,1.52E-05,0.02144968,0.002431963,0.058977976,0.43598982,0.011491312,1
0.942728135,0.050111795,0.77568882,0.20975614,0.00735147,0.059812255,0.12436599,0.145767902,0.306195245,0.363963008,0.137459436,0.855293493,0.164820824,0.222632087,0.420991274,0.387496411,0.02918838,0.015616436,0.02683939,0.049459297,0.073819197,0.030145376,0.017312929,0.087086643,0.019183421,0.051851787,0.020314417,0,0.420991274,0.874563914,0.005828976,0.096004106,0.001478994,0.015485937,0,0.000173999,0.577503632,0.230984053,0.000621177,0.000588988,4.61E-05,0.031319872,0.002087991,0.041629329,0.471973065,0.045761812,1
0.960135919,0.031493453,0.854467098,0.136747887,0,0.054699155,0.147107575,0.125973811,0.249461296,0.422675286,0.018647439,0.97339632,0.157052876,0.223354881,0.41024366,0.380822145,0.024448865,0.007044588,0.020719377,0.041024366,0.075004144,0.024448865,0.013674789,0.09406597,0.02859274,0.06050058,0.020719377,0,0.41024366,0.951848168,0.004143875,0.029421515,0.000828775,0.005387038,0,0,0.5884303,0.20346428,0.006166087,0.005925742,0.000314935,0.083291895,0.002071938,0.056771092,0.423504061,0.014089176,1
0.919070363,0.074118578,0.678660492,0.30341821,0.01114043,0.062555476,0.144251961,0.133534203,0.277846546,0.381733318,0.183047225,0.810141716,0.111796779,0.18914578,0.4852578,0.300942559,0.032002319,0.022763913,0.030341821,0.066752006,0.136009854,0.020378835,0.023096013,0.081605913,0.004951302,0.049905503,0.01742013,6.04E-05,0.4852578,0.857631949,0.00766848,0.107509676,0.001720879,0.018657956,6.04E-05,9.06E-05,0.557232826,0.228937342,0.000428106,0.000405161,3.20E-05,0.051596191,0.003200232,0.041240724,0.431669011,0.019352346,1
0.966899128,0.024438219,0.863483738,0.121595041,0.006258568,0.050962627,0.116429238,0.124972681,0.263455922,0.444159663,0.036557986,0.954680018,0.224017007,0.244580875,0.355844311,0.468597882,0.030696787,0.011325028,0.01519938,0.034769824,0.065367269,0.004569748,0.011126344,0.090401542,0.005960541,0.054936322,0.031392184,0,0.355844311,0.888120641,0.051161312,0.042915897,0.006159226,0.003775009,0,0.000198685,0.516381554,0.308060639,0.001243766,0.001154358,0.00014504,0.018775705,0.002880928,0.042717212,0.414555642,0.030001391,1
0.97007119,0.017288973,0.886532035,0.099520558,0.001307569,0.052157489,0.135115502,0.133372076,0.24814761,0.431643179,0.014964405,0.972541043,0.208484672,0.220107511,0.371494988,0.428737469,0.028185384,0.013656836,0.018596542,0.030074096,0.061601046,0.00740956,0.009734128,0.093854424,0.016562545,0.061310475,0.029492954,0.000726427,0.371494988,0.962225774,0.001452855,0.018596542,0,0.004794421,0,0,0.5725701,0.227517071,0.002080488,0.001987505,0.000127851,0.064070899,0.002179282,0.051285777,0.429609182,0.023681534,1
0.924081928,0.06366408,0.719066977,0.260519475,0.008159556,0.05992632,0.125349346,0.139982801,0.309892118,0.364834757,0.152588582,0.835157426,0.196708816,0.227881252,0.378026853,0.424614498,0.022573143,0.012581351,0.022206696,0.041335236,0.075488108,0.01140872,0.020789767,0.097865812,0.007255653,0.044144664,0.022328845,0,0.378026853,0.825898528,0.003175875,0.139078899,0.001710087,0.018126918,0.000146579,0.000244298,0.570778041,0.23186331,0.000347392,0.000327848,2.78E-05,0.024478668,0.001881095,0.045439443,0.46636504,0.030463971,1
0.919210054,0.073608618,0.746242626,0.225493716,0.021031034,0.057194152,0.125468069,0.172044114,0.294793537,0.350500128,0.168196974,0.824570403,0.132033855,0.220518082,0.457707104,0.352500641,0.031700436,0.013901,0.035085919,0.056116953,0.091613234,0.024775583,0.035137215,0.094024109,0.006463196,0.05273147,0.016106694,0,0.457707104,0.860989997,0.00384714,0.114696076,0.001897923,0.012464735,0.00010259,0,0.577224929,0.233085407,0.000730444,0.000690433,5.64E-05,0.035137215,0.002256989,0.038779174,0.469351116,0.05401385,1
0.964355542,0.031433298,0.882989923,0.108437359,0.004511957,0.064972176,0.150097759,0.127688374,0.287862837,0.369980448,0.04481877,0.950970071,0.162280042,0.243044067,0.375845992,0.405324109,0.024514965,0.006767935,0.009926305,0.038351632,0.072341706,0.008121522,0.01353587,0.10828696,0.004511957,0.061813807,0.027372537,0,0.375845992,0.9270567,0.02496616,0.030079711,0.006166341,0.007219131,0,0.000300797,0.554369078,0.226650624,0.002135659,0.002015341,0.000168446,0.035042864,0.015791848,0.046021958,0.426530305,0.011129493,1
0.952714887,0.038068523,0.880585053,0.093668603,0.016529754,0.045582048,0.117711881,0.125726307,0.229412943,0.482368263,0.035063114,0.955219395,0.258465237,0.236926468,0.332097776,0.495391705,0.025545983,0.006511721,0.012522541,0.029052294,0.060609096,0.004007213,0.006511721,0.074634342,0.031055901,0.053095572,0.029052294,0,0.332097776,0.97225005,0,0.014025245,0.002003606,0.003506311,0,0,0.527449409,0.300040072,0.006381487,0.006010819,0.000581046,0.062111801,0.002003606,0.058104588,0.374674414,0.049589261,1
0.983510012,0.013087292,0.899751341,0.096845963,0,0.046459887,0.120403089,0.134144745,0.212014134,0.486192907,0.004580552,0.991362387,0.240151813,0.23557126,0.35335689,0.475723073,0.045151158,0.006543646,0.011778563,0.030100772,0.052349169,0.006543646,0.006543646,0.075906295,0.031409501,0.070671378,0.01701348,0,0.35335689,0.981546918,0,0.011778563,0.001308729,0.001308729,0,0,0.554246826,0.274178772,0.008755399,0.008428216,0.00048423,0.094228504,0.001963094,0.048422981,0.389346944,0.039261877,1
0.962406015,0.012889366,0.895810956,0.074113856,0.004296455,0.056928034,0.150912997,0.13641246,0.238990333,0.415145005,0.023093448,0.951664876,0.276047261,0.22019334,0.271750806,0.495703545,0.022556391,0.004833512,0.009129968,0.022019334,0.042427497,0.004296455,0.005907626,0.071965628,0.024167562,0.052094522,0.012889366,0,0.271750806,0.929108485,0,0.043501611,0.001074114,0.002685285,0,0,0.560687433,0.206766917,0.007851772,0.007604726,0.000343716,0.100429646,0,0.059613319,0.38292159,0.043501611,1
0.987038883,0.010967099,0.940179462,0.05782652,0.001994018,0.056829511,0.12662014,0.137587238,0.235294118,0.445663011,0.020937188,0.978065803,0.264207378,0.239282154,0.312063809,0.50448654,0.013958126,0.015952144,0.013958126,0.020937188,0.051844467,0.004985045,0.005982054,0.061814556,0.015952144,0.079760718,0.025922233,0,0.312063809,0.988035892,0,0.00997009,0,0,0,0,0.574277168,0.24227318,0.014017946,0.013180459,0.001176471,0.045862413,0,0.046859422,0.44666002,0.090727817,1
0.978511128,0.010744436,0.918649271,0.069838833,0,0.049884881,0.124328473,0.141212586,0.192632387,0.491941673,0.004604758,0.983883346,0.257099002,0.178818112,0.377590177,0.436684574,0.048349962,0.006907137,0.010744436,0.030698388,0.050652341,0.009976976,0.006139678,0.097467383,0.015349194,0.070606293,0.029930929,0,0.377590177,0.896392939,0,0.090560246,0,0.001534919,0,0,0.521872602,0.292402149,0.009838833,0.009501151,0.000521873,0.095932464,0,0.029930929,0.378357636,0.024558711,1
0.98098434,0.002982849,0.966815809,0.016778523,0,0.044369873,0.116331096,0.113721104,0.23191648,0.494780015,0.010067114,0.973527218,0.277404922,0.180462342,0.364653244,0.457867263,0.035048471,0.005592841,0.014541387,0.029082774,0.054064131,0.004847129,0.00857569,0.094705444,0.015287099,0.068978374,0.033929903,0,0.364653244,0.381431767,0.58463833,0.004101417,0.016405667,0.001491424,0,0,0.446308725,0.376584638,0.004049217,0.003661447,0.000700969,0.027964206,0,0.043251305,0.332587621,0.042132737,1
0,0,0,0,0,0.046001415,0.145081387,0.120311394,0.247699929,0.449398443,0,0.997876858,0.25831564,0.176928521,0.371549894,0.435244161,0.035385704,0.007077141,0.010615711,0.031847134,0.070771408,0,0.010615711,0.092002831,0.010615711,0.060155697,0.038924275,0,0.371549894,0.944798301,0.046001415,0.010615711,0,0,0,0,0.449398443,0.357395612,0.039419674,0.034748762,0.008351026,0.021231423,0,0.077848549,0.297239915,0.024769993,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.970522803,0.005561735,0.945494994,0.033370412,0,0.036151279,0.11679644,0.11679644,0.247497219,0.472747497,0,0.978865406,0.214126808,0.214126808,0.394883204,0.428253615,0.030589544,0.008342603,0.005561735,0.030589544,0.036151279,0.011123471,0.016685206,0.144605117,0.025027809,0.05839822,0.027808676,0,0.394883204,0.853726363,0.125139043,0,0,0,0,0,0.503337041,0.322580645,0.033982202,0.029477197,0.007397108,0.033370412,0,0.052836485,0.350389321,0.016685206,1
0.962241169,0.036540804,0.916565164,0.082216809,0,0.036540804,0.127892814,0.088306943,0.231425091,0.517661389,0,0.998781973,0.182704019,0.216199756,0.459805116,0.395858709,0.024360536,0.012180268,0.006090134,0.033495737,0.103532278,0.006090134,0.006090134,0.130937881,0.021315469,0.076126675,0.036540804,0,0.459805116,0.977466504,0.006090134,0.015225335,0,0,0,0,0.523751523,0.331912302,0.037149817,0.03544458,0.002862363,0.097442144,0,0.051766139,0.347137637,0.009135201,1
0.987654321,0,0.943930041,0.04372428,0,0.041152263,0.084876543,0.090020576,0.182613169,0.604423868,0,0.987654321,0.25462963,0.218621399,0.401234568,0.473251029,0.051440329,0.020576132,0.018004115,0.015432099,0.051440329,0.010288066,0.010288066,0.097736626,0.007716049,0.095164609,0.025720165,0,0.401234568,0.951646091,0.03600823,0,0.005144033,0,0,0,0.462962963,0.41409465,0.027211934,0.02494856,0.004269547,0.033436214,0.005144033,0.051440329,0.336934156,0.069444444,1
0.977499078,0.007377352,0.91479159,0.071929177,0,0.044264109,0.108815935,0.101438584,0.210254519,0.534857986,0,0.986720767,0.245296938,0.201032829,0.389155293,0.448174105,0.02582073,0.003688676,0.014754703,0.047952785,0.044264109,0.009221689,0,0.09590557,0.016599041,0.101438584,0.031353744,0,0.389155293,0.968277388,0.016599041,0,0.003688676,0.003688676,0,0,0.459240133,0.378089266,0.020213943,0.018443379,0.003098488,0.053485799,0.003688676,0.042419771,0.319070454,0.068240502,1
0.952380952,0.010822511,0.887445887,0.07034632,0,0.037878788,0.075757576,0.124458874,0.178571429,0.58982684,0,0.957792208,0.243506494,0.275974026,0.292207792,0.519480519,0.021645022,0.010822511,0.010822511,0.043290043,0.037878788,0.010822511,0,0.043290043,0,0.07034632,0.032467532,0,0.292207792,0.957792208,0,0,0,0,0,0,0.481601732,0.335497835,0.063744589,0.06017316,0.00487013,0.048701299,0,0.021645022,0.384199134,0.081168831,1
