Immigrants,Under 5 years,5 to 14 years,15 to 24 years,25 to 44 years,45 years and over,Americas,Asia,First generation,Not a visible minority,Other North American origins,Caribbean origins,African origins,Buddhist,Christian,Hindu,Other religions,No religious affiliation,Non-Aboriginal identity,Aboriginal ancestry,Aboriginal languages,Non-Aboriginal languages,High school diploma or equivalent,"Postsecondary certificate, diploma or degree",Humanities,"Personal, protective and transportation services",Other fields of study,"With postsecondary certificate, diploma or degree",English,Non-official language,Participation rate,Employment rate,Unemployment rate,Class of worker - not applicable,All classes of worker,Industry - not applicable,All industries,Did not work in 2010,Worked in 2010,Average weeks worked in 2010,Worked at usual place,"Car, truck or van - as a driver",Bicycle,Between 5 and 6:59 a.m.,Anytime after 9:00 a.m.,Major repairs needed,1981 to 1990,2006 to 2011,7 rooms,2 bedrooms,4 or more bedrooms,Part of a condominium development,1 household maintainer,2 household maintainers,Under 25 years,75 years and over,Suitable,Not suitable,Spending less than 30% of household total income on shelter costs,Spending 30% or more of household total income on shelter costs,% of owner households with a mortgage,Median monthly shelter costs for owned dwellings ($),Median monthly shelter costs for rented dwellings ($),Average monthly shelter costs for rented dwellings ($),Average income ($),After-tax income in 2010 of population 15 years and over,Without after-tax income,Median after-tax income ($),Average after-tax income ($),Composition of total income in 2010 of population 15 years and over (%),Income taxes paid as a % of total income,After-tax income as a % of total income,Net capital gains or losses as a % of total income,Median family income ($),Median after-tax family income ($),Couple-with-children economic families,Income in 2010 of population aged 15 years and over not in economic families,Median total income ($),In bottom half of the Canadian distribution,Household total income in 2010 of private households,"$10,000 to $14,999","$100,000 and over",Average household total income ($),Median after-tax household income ($),Less than 18 years,Prevalence of low income in 2010 based on after-tax low-income measure (%),18 to 64 years (%),
0.184404465,0.025522922,0.040153896,0.041291861,0.065189119,0.012192479,0.005093747,0.007803186,0.188522813,0.868483798,0.285574943,0.008453452,0.013655576,0.01392652,0.735721253,0.009645605,0.002872006,0.195838301,0.990896283,0.017773924,0.000216755,0.272786388,0.20846429,0.400563563,0.02471009,0.020591742,0.000379322,0.400617752,0.590874607,0.019562155,0.000803078,0.000767313,4.77E-05,0.006556844,0.571908529,0.006556844,0.571908529,0.019507966,0.558957408,0.000499621,0.445865395,0.426411618,0.006611033,0.12490517,0.091579061,0.011271269,0.052942452,0.045626964,0.058740652,0.040370651,0.109082042,0.02200065,0.157526823,0.172157798,0.00493118,0.023843069,0.319497128,0.015768939,0.270185326,0.055543514,0.000689281,0.014034898,0.009461363,0.01025252,0.486452802,0.780372819,0.030941801,0.353863661,0.406947003,0.001083776,0.000177739,0.000906037,1.08E-05,1.006892815,0.869610924,0.15633467,0.063888588,0.436805029,0.376720494,0.335266067,0.002546873,0.093258914,1.087460713,0.801658177,0.264061992,8.02E-05,7.04E-05,1
0.23567209,0.029018551,0.04653332,0.055549798,0.090993885,0.013576536,0.005855529,0.018084776,0.244584931,0.826976889,0.274484403,0.017255674,0.021245725,0.00803192,0.672142191,0.014820189,0.002280029,0.246657685,0.9821225,0.035184993,0,0.258316924,0.23748575,0.409835216,0.023007566,0.027982174,0.000259094,0.409835216,0.600787646,0.003212768,0.00075241,0.000698518,7.36E-05,0.01342108,0.568193595,0.013472899,0.568193595,0.027412167,0.554202508,0.000471551,0.466317753,0.434863716,0.002383667,0.139392683,0.113794176,0.016633848,0.071250907,0.04917608,0.05860711,0.077469168,0.080371023,0.054513421,0.19452793,0.166079386,0.01160742,0.019483884,0.348948078,0.021349363,0.283811794,0.086019277,0.000717173,0.013763084,0.009171935,0.00937921,0.441755622,0.8014302,0.042284175,0.319452793,0.371053995,0.001036377,0.00016582,0.000870557,6.22E-06,0.872546378,0.75940512,0.142864546,0.107005907,0.349414447,0.445590217,0.37029744,0.007980102,0.079904653,0.905865893,0.66091823,0.241216706,0.000117111,0.000111929,1
0.090413207,0.014867735,0.022639506,0.026163352,0.024618652,0.002123962,0.002703225,0.001158525,0.096833366,0.980063719,0.35108129,0.002413593,0.002992856,0.000965437,0.711720409,0.001061981,0.001737787,0.273122224,0.948831821,0.05531956,0.002510137,0.095047306,0.257578683,0.368797065,0.016122804,0.026549527,0,0.368797065,0.545085924,0.002220506,0.000613053,0.000570573,6.76E-05,0.012888589,0.507916586,0.012888589,0.507868314,0.023991118,0.496765785,0.000437343,0.35885306,0.366190384,0.003041128,0.125410311,0.078393512,0.030700908,0.046775439,0.019550106,0.066373817,0.078924503,0.109915042,0.007530411,0.223788376,0.165041514,0.007433868,0.047354702,0.377775632,0.014385016,0.285335007,0.071201004,0.000509751,0.007414559,0.006651863,0.006758061,0.360417069,0.820380382,0.039100212,0.254412049,0.307897277,0.000965437,0.000139988,0.000825449,1.83E-05,0.697625024,0.624116625,0.131492566,0.104267233,0.253707279,0.514288473,0.392208921,0.01033018,0.062222437,0.717754393,0.522533308,0.213989187,0.000126472,0.000130334,0
0.065803163,0.011339992,0.012796504,0.016801914,0.022627965,0.002288806,0.00062422,0.001456513,0.069236371,0.985278818,0.393362464,0.004941739,0.002392842,0.001560549,0.748127341,0.000468165,0.004473575,0.241260924,0.960986267,0.061069496,0.001456513,0.041302538,0.240012484,0.445484811,0.019142738,0.02985851,0,0.445536829,0.573761964,0.000208073,0.000666875,0.000619018,7.39E-05,0.008583021,0.532147316,0.008583021,0.532147316,0.021223471,0.519506866,0.000470246,0.395495214,0.384571369,0.002236787,0.147523928,0.074126092,0.029390345,0.068404078,0.020599251,0.069028298,0.08374948,0.099927174,0.008062838,0.218997087,0.184769039,0.006502289,0.046920516,0.395287141,0.012640449,0.314294632,0.083281315,0.000589888,0.010351644,0.008042031,0.008073242,0.417166042,0.84358094,0.03511236,0.311464836,0.354359134,0.001040366,0.000157095,0.000883271,1.46E-05,0.840033292,0.733728672,0.126872659,0.112775697,0.320037453,0.428942988,0.407927591,0.009935497,0.079952143,0.826862256,0.61784228,0.198449854,0.000118602,0.000121723,1
0.06986989,0.011474234,0.013215859,0.018338285,0.023511935,0.003380801,0.002305092,0.002151419,0.074377625,0.982225182,0.403647167,0.002202643,0.002663662,0.001946522,0.762370659,0.000768364,0.002817334,0.226360004,0.974695216,0.056500359,0.000153673,0.046614076,0.2491548,0.432640098,0.019311546,0.032732302,0,0.432640098,0.557371171,0.000563467,0.000633132,0.000589079,7.17E-05,0.008349554,0.516084418,0.008349554,0.516084418,0.021001947,0.503432025,0.000463067,0.397192911,0.37337363,0.003278353,0.144247516,0.07335314,0.037547382,0.061776457,0.020848274,0.066335416,0.09548202,0.09932384,0.015777072,0.238244032,0.177696957,0.006915275,0.05568077,0.407386538,0.013420756,0.320049175,0.092049995,0.000589079,0.009435509,0.007673394,0.00798074,0.392572482,0.847915173,0.035139842,0.290503022,0.335908206,0.001024485,0.000147526,0.000876959,1.13E-05,0.774787419,0.682460813,0.121555169,0.129085135,0.278055527,0.480176211,0.420807294,0.015111157,0.066181744,0.758313697,0.568609774,0.193013011,0.000129085,0.000137281,0
0.21645242,0.024861058,0.041491663,0.051673667,0.087098553,0.011242629,0.007466802,0.011794154,0.225022273,0.836918247,0.294344746,0.017479106,0.021891307,0.009460778,0.627975054,0.003818251,0.005091002,0.298884222,0.977599593,0.035297611,0.0003394,0.236349752,0.260235035,0.371855246,0.017606381,0.028594459,0,0.371855246,0.543591702,0.003648551,0.000555768,0.000500615,8.40E-05,0.019812481,0.516354843,0.019812481,0.516397268,0.035976412,0.500190913,0.000381825,0.412795384,0.36977642,0.004157651,0.113571762,0.114929362,0.023970133,0.077977175,0.008272878,0.069916423,0.081116626,0.074837724,0.068643672,0.238131602,0.149929999,0.014594205,0.033218786,0.371770396,0.024691358,0.29167197,0.104323109,0.000544737,0.008595308,0.006507997,0.006711637,0.278825676,0.818420941,0.046412965,0.217334861,0.244155954,0.0008485,0.000105214,0.000743286,5.09E-06,0.557201646,0.501327903,0.124178015,0.13885707,0.23200543,0.586186416,0.396504179,0.013915405,0.040685588,0.542938356,0.423936193,0.222519197,0.000150185,0.000143397,0
0.222731598,0.024262607,0.043724591,0.049087449,0.089914367,0.015785832,0.010898711,0.01924574,0.246604965,0.82038751,0.245480495,0.011417697,0.019678229,0.010249978,0.593763515,0.011158204,0.006746821,0.330118502,0.980062278,0.029884958,0.000562235,0.247037454,0.223120837,0.51055272,0.039010466,0.021754174,0,0.51055272,0.57771819,0.003286913,0.00055272,0.000500822,8.04E-05,0.015396592,0.53472883,0.015396592,0.53472883,0.031095926,0.519029496,0.000383185,0.418692155,0.320301012,0.011374449,0.079058905,0.109333103,0.030230949,0.069890148,0.032782631,0.05133639,0.143586195,0.090909091,0.052850099,0.295908658,0.161015483,0.042340628,0.05548828,0.442133033,0.025084335,0.317100597,0.149251795,0.000491307,0.009004411,0.006703572,0.007127411,0.348750108,0.861344174,0.039183462,0.222463455,0.292621746,0.000864977,0.000139261,0.000725716,9.51E-06,0.647755384,0.570720526,0.104835222,0.253611279,0.200657383,0.529625465,0.467260618,0.023657123,0.070625378,0.613701237,0.386947496,0.170919471,0.000169536,0.00018597,0
0.199703201,0.02242951,0.040534238,0.046724613,0.076531694,0.013440746,0.012804749,0.013864745,0.213907144,0.856985372,0.267839729,0.014627941,0.01997032,0.003137587,0.656094976,0.008607166,0.005766377,0.276022896,0.984439262,0.024803901,0.000296799,0.213016748,0.210684757,0.504727581,0.04011024,0.024295103,0,0.504685181,0.565274539,0.003095188,0.000557134,0.000511342,6.95E-05,0.014585542,0.530633877,0.014585542,0.530633877,0.029298283,0.515963536,0.000378206,0.417765529,0.36260335,0.008183167,0.08259487,0.097816409,0.020648717,0.069705321,0.036209455,0.054738181,0.100190799,0.106465974,0.07000212,0.247360611,0.166885732,0.013567946,0.047106212,0.400805597,0.018613526,0.312189951,0.106635573,0.000496926,0.009183803,0.006800933,0.007063812,0.368251007,0.829595082,0.040576638,0.254856901,0.308840365,0.000847997,0.000137375,0.000710621,9.33E-06,0.702845029,0.613220267,0.125545898,0.155819377,0.258850965,0.449650201,0.419376722,0.012889548,0.083994064,0.692948908,0.48001696,0.211363155,0.000116176,0.000119568,2
0.397037105,0.038720694,0.075503046,0.095671036,0.152159867,0.034982463,0.004430497,0.021690973,0.40506738,0.542505077,0.161897729,0.043612701,0.02201403,0.01790659,0.608593317,0.080210449,0.002584456,0.22613993,0.995015691,0.008537936,0,0.429527414,0.197941665,0.491785121,0.029859701,0.019660329,0,0.491785121,0.563042274,0.016568211,0.000641499,0.000599963,6.00E-05,0.010245523,0.545735647,0.010245523,0.545735647,0.024183127,0.531798043,0.000417205,0.422281706,0.379868931,0.001246077,0.096963264,0.084733247,0.009414805,0.058565627,0.091055935,0.056119623,0.039874469,0.156128854,0.028936681,0.156728817,0.163143807,0.00230755,0.02889053,0.312073103,0.015506738,0.242292782,0.083994831,0.00060827,0.014832933,0.009728632,0.010420897,0.444886469,0.800212295,0.04402806,0.302196788,0.365192911,0.00092302,0.000166144,0.000756876,1.48E-05,0.948707772,0.812580764,0.16697434,0.060873177,0.36284844,0.340594425,0.327625992,0.00503046,0.117315857,1.027958279,0.746630977,0.237262322,7.75E-05,8.03E-05,1
0.645993065,0.045758656,0.087512819,0.148459247,0.279972652,0.084240856,0.003955658,0.067099673,0.664062118,0.179909166,0.060995263,0.040728622,0.026175709,0.055086194,0.333544953,0.167651511,0.006495092,0.256629389,0.999023294,0.001416223,0,0.736436001,0.22610734,0.439517507,0.02895932,0.012355325,0,0.439517507,0.481955365,0.058895346,0.000614348,0.000557699,9.08E-05,0.019485276,0.509156615,0.019485276,0.509156615,0.039996093,0.488645798,0.000430727,0.395907604,0.315085218,0.000976706,0.075450505,0.10426332,0.010987938,0.098793769,0.015138936,0.041412316,0.028910485,0.153342775,0.033989354,0.132978464,0.123357914,0.003369634,0.016213312,0.238169654,0.035014895,0.188650681,0.084387361,0.000562582,0.013664111,0.008301997,0.010255409,0.349416418,0.840015627,0.063778874,0.211671632,0.296273868,0.000976706,0.000148459,0.000828246,6.84E-06,0.802099917,0.715134053,0.165649265,0.045807491,0.21164233,0.495385066,0.273233384,0.005371881,0.086047761,0.993084925,0.70602139,0.204668653,0.000148459,0.000145529,1
0.604657863,0.048019208,0.091908764,0.125138055,0.260312125,0.079279712,0.002689076,0.054789916,0.618823529,0.211764706,0.071932773,0.02304922,0.01939976,0.05214886,0.437118848,0.050564226,0.002881152,0.397791116,0.999039616,0.002833133,0,0.728595438,0.189147659,0.50785114,0.030060024,0.011812725,0,0.507803121,0.48244898,0.052484994,0.000614646,0.000566627,7.49E-05,0.014693878,0.509483794,0.014693878,0.509483794,0.034045618,0.490132053,0.000430252,0.392941176,0.33027611,0.00120048,0.058823529,0.089315726,0.005522209,0.062521008,0.057142857,0.045570228,0.025018007,0.167683073,0.045522209,0.144345738,0.14180072,0.003217287,0.01819928,0.277214886,0.021416567,0.2072509,0.090420168,0.000578151,0.014156062,0.013963986,0.013541417,0.448316927,0.819015606,0.059063625,0.250477791,0.363908764,0.000960384,0.000180552,0.000779832,1.63E-05,0.922717887,0.801786315,0.18304922,0.042064826,0.331495798,0.400480192,0.298631453,0.005378151,0.108715486,1.141118848,0.749963986,0.227611044,0.000135414,0.000138295,1
0.289602113,0.03565482,0.057529999,0.063788253,0.114313602,0.018200609,0.007004651,0.021760349,0.297467991,0.709823735,0.272090486,0.035712235,0.020726876,0.006373084,0.649135902,0.029166906,0.002755928,0.197393351,0.993684331,0.014468623,0,0.321123041,0.181489349,0.475742091,0.025721996,0.027961187,0,0.475742091,0.592983866,0.003100419,0.000876155,0.000827927,6.32E-05,0.009875409,0.56525234,0.009875409,0.56525234,0.02376988,0.551357869,0.000531664,0.449790435,0.428604237,0.001952116,0.131365907,0.085146696,0.0102199,0.022047425,0.109031406,0.061950967,0.028305678,0.136073951,0.025205259,0.151116725,0.173393811,0.002066946,0.017052305,0.31744847,0.013033243,0.253200896,0.075673193,0.000889935,0.019027387,0.013848539,0.014112649,0.578262617,0.753574094,0.033932365,0.424941149,0.472389045,0.001148303,0.00021014,0.000938164,2.07E-05,1.200045932,1.014927944,0.170121146,0.061606476,0.493345582,0.320261813,0.330481713,0.004019062,0.113394959,1.25889648,0.939335132,0.282769708,7.81E-05,7.46E-05,1
0.628379236,0.049794813,0.114100774,0.126581207,0.267292804,0.070651944,0.011380463,0.094851292,0.646486441,0.330456488,0.07340187,0.046325676,0.048441004,0.029106909,0.529254982,0.089309134,0.004611414,0.152345898,0.997588526,0.004992173,0,0.678935567,0.198502348,0.522189787,0.029783814,0.019714854,0,0.522189787,0.555738884,0.013115032,0.000562677,0.000511063,7.70E-05,0.018361044,0.539197022,0.018361044,0.539197022,0.036933621,0.520582138,0.000375682,0.423742438,0.351313618,0.000973051,0.098912722,0.099166561,0.011761222,0.110462411,0.049667894,0.034226002,0.10432796,0.087193806,0.16681474,0.203748361,0.130008038,0.007192114,0.023987816,0.295765114,0.052248593,0.222870923,0.123577442,0.000560139,0.012370436,0.010686635,0.010128189,0.308854762,0.838685112,0.060498371,0.218479502,0.264255193,0.000846131,0.000121843,0.000724288,5.08E-06,0.651707069,0.580691289,0.152430511,0.105597157,0.342547701,0.487117655,0.348013707,0.007192114,0.074967212,0.690612176,0.504793332,0.20277531,0.000132843,0.000128612,0
0.58704721,0.045805626,0.093676428,0.134153897,0.255958036,0.057453224,0.013382347,0.068357358,0.603072983,0.527983148,0.087439594,0.051712032,0.038288381,0.027095122,0.662756598,0.064598736,0.003221676,0.12742142,0.995456611,0.007186816,0.000330428,0.651439428,0.229647681,0.454710669,0.025608195,0.022180001,0,0.454669365,0.542480691,0.012514973,0.000538598,0.000489034,7.68E-05,0.020899591,0.522365867,0.020899591,0.522365867,0.042129611,0.501135847,0.000369254,0.41084631,0.329891372,0.001486927,0.108091363,0.108256578,0.022675643,0.080417992,0.008095494,0.042047003,0.09078518,0.080335385,0.101730618,0.206269877,0.135269093,0.005906406,0.037462311,0.30151584,0.054272851,0.236834497,0.117880302,0.000469208,0.010358928,0.008450704,0.008252447,0.286373962,0.832844575,0.056379332,0.209375904,0.246780389,0.000826071,0.000113998,0.000712073,1.73E-05,0.593069266,0.528272273,0.147618851,0.098302425,0.246259964,0.53161786,0.355747388,0.008012887,0.066209574,0.625104291,0.457734088,0.205237289,0.000137128,0.000132171,0
0.532924107,0.054258242,0.101519574,0.098300137,0.224072802,0.054859203,0.008628091,0.052154876,0.54502919,0.404747596,0.108731113,0.053313874,0.052712912,0.020518544,0.575506525,0.057434753,0.006567651,0.154919299,0.997295673,0.004635989,0,0.56589114,0.184752747,0.521505838,0.034512363,0.015453297,0,0.521548764,0.567178915,0.009400755,0.000602679,0.000549451,7.64E-05,0.01798592,0.546617445,0.017942995,0.546574519,0.035971841,0.528588599,0.000382898,0.435782967,0.366286058,0.002017514,0.094436813,0.101004464,0.007512019,0.084692651,0.041680975,0.053528503,0.032580701,0.136289492,0.070097871,0.156335852,0.138607486,0.003777473,0.016869849,0.280091003,0.025626717,0.220037775,0.085078984,0.000600103,0.014122596,0.009795673,0.009941621,0.378751717,0.804387019,0.060096154,0.251365041,0.313478709,0.000858516,0.000148523,0.000709993,8.59E-06,0.842805632,0.723798077,0.171531593,0.052755838,0.347999657,0.388607486,0.30571772,0.005022321,0.102936126,0.922330014,0.669788805,0.249184409,0.000100446,9.62E-05,1
0.364058638,0.035583397,0.06971789,0.081351743,0.151282707,0.026080286,0.006264383,0.029319015,0.376885707,0.739197136,0.193173102,0.031108838,0.021563113,0.009247422,0.690658826,0.018494844,0.004559789,0.204636495,0.991136112,0.01679025,0.000213074,0.392141822,0.22146936,0.494161766,0.030895764,0.020966505,0,0.494119151,0.574959516,0.007372369,0.00056763,0.00052331,6.73E-05,0.014446433,0.542700077,0.014446433,0.542700077,0.030341771,0.526762124,0.000381829,0.419159635,0.34675701,0.003920566,0.100741498,0.099676127,0.026293361,0.052671951,0.010483252,0.04721725,0.081863121,0.112971959,0.069803119,0.227563283,0.144123413,0.004985937,0.041592091,0.348546834,0.031108838,0.271967954,0.106494503,0.000455127,0.010773033,0.008557061,0.009000256,0.458987471,0.836614677,0.042913151,0.260155118,0.362856899,0.000852297,0.00017813,0.000674167,2.30E-05,0.779297707,0.671047473,0.142972812,0.116210688,0.310645189,0.395891929,0.379613057,0.009076962,0.109221853,0.95932839,0.565047302,0.202590983,0.000114208,0.000114208,1
0.611013874,0.050032017,0.101942369,0.140533618,0.24529349,0.073169691,0.011056564,0.078164354,0.62565635,0.247982924,0.079701174,0.090160085,0.043970117,0.030565635,0.490458911,0.127641409,0.004397012,0.099551761,0.996798292,0.004695838,0.000213447,0.658484525,0.205080043,0.437481323,0.032529349,0.015154749,0,0.437481323,0.534386339,0.013233725,0.000583991,0.000527641,8.20E-05,0.018996798,0.52303095,0.019039488,0.523073639,0.039060832,0.502966916,0.000377375,0.413831377,0.343564568,0.001408751,0.104332978,0.110821772,0.011099253,0.050501601,0.01588047,0.042347919,0.042091782,0.111419424,0.055538954,0.141472785,0.126360726,0.005080043,0.012465315,0.239701174,0.044653148,0.188900747,0.094727855,0.00062412,0.014147279,0.007889007,0.008290288,0.289366062,0.792657417,0.064332978,0.206471718,0.249946638,0.000853789,0.000116115,0.000737673,4.27E-06,0.668183565,0.600674493,0.165037353,0.054557097,0.236883671,0.511462113,0.284311633,0.00601921,0.070522946,0.74141302,0.563705443,0.253489861,0.000128922,0.00011953,1
0.446159686,0.047956472,0.084313974,0.093804041,0.18107048,0.03901472,0.008351259,0.036230967,0.454890548,0.522712894,0.163018263,0.056223375,0.04032224,0.01556371,0.644565355,0.060230292,0.003711671,0.156101059,0.994685562,0.011092834,0,0.465477245,0.207178709,0.487198954,0.028132777,0.020582901,0,0.487198954,0.594289089,0.005904931,0.000614956,0.000567717,6.41E-05,0.016196381,0.570331941,0.016196381,0.570331941,0.03222405,0.554262095,0.000380446,0.454764014,0.398835885,0.002151082,0.109030326,0.10126956,0.011135012,0.086929014,0.00569404,0.06115821,0.029398119,0.124847104,0.05238517,0.1525581,0.148509005,0.003669493,0.014509258,0.285798642,0.025728626,0.230418828,0.080602303,0.000609895,0.013952507,0.010131174,0.010190223,0.376160952,0.80446244,0.057573074,0.266303935,0.31231178,0.000843562,0.000143405,0.000700156,3.37E-06,0.847888987,0.727301868,0.17250833,0.058796238,0.344265891,0.355434645,0.311527268,0.004344342,0.105824792,0.902332448,0.668927412,0.246910456,7.34E-05,7.09E-05,1
0.255180409,0.028305077,0.048012365,0.052166353,0.108631599,0.018065015,0.00487852,0.018886152,0.266241607,0.722214172,0.256726078,0.023523161,0.038834951,0.018209921,0.639955562,0.028788098,0.003864174,0.217166594,0.980147805,0.037192677,0.001062648,0.317248708,0.181712795,0.519779742,0.03149302,0.021591074,0,0.519779742,0.583925035,0.004781916,0.000706178,0.000662706,5.99E-05,0.009467227,0.569482684,0.009467227,0.569482684,0.021639376,0.557310535,0.000442448,0.467903202,0.353813457,0.00376757,0.113027098,0.07960199,0.010288364,0.065304545,0.060136212,0.069458533,0.036613051,0.122735835,0.048688596,0.169009322,0.170120272,0.005506448,0.019997102,0.333381636,0.014973675,0.286142105,0.061826788,0.000653045,0.013543931,0.012558566,0.012278414,0.48691494,0.792348935,0.039076462,0.37007197,0.401178573,0.000966044,0.000170024,0.00079602,7.73E-06,1.025986572,0.867323576,0.156209245,0.085060136,0.464261218,0.284789644,0.348403613,0.003864174,0.12283244,1.052668695,0.789479786,0.251509443,6.18E-05,5.70E-05,1
0.251902412,0.031314855,0.048425033,0.056864825,0.097126781,0.018170917,0.003551169,0.012728866,0.258589679,0.797398884,0.257621178,0.021768206,0.020107919,0.026195637,0.6623161,0.014435272,0.00401236,0.255638057,0.990683946,0.022183277,0,0.260711156,0.214638196,0.465018678,0.027348614,0.024258636,0,0.465018678,0.616473735,0.003274455,0.000677028,0.000626297,6.83E-05,0.012129318,0.577503113,0.012129318,0.577456994,0.026702947,0.562929484,0.000413227,0.446663285,0.402481206,0.002213716,0.133238021,0.092976064,0.012682747,0.071115621,0.040308075,0.058478993,0.039939123,0.14730434,0.0270719,0.178204123,0.158603514,0.004104598,0.028132638,0.327629941,0.015772725,0.262970991,0.079970484,0.000638288,0.014711986,0.00899322,0.009832588,0.444237421,0.803763317,0.039108979,0.304118434,0.363759627,0.000922382,0.000167873,0.000754508,1.20E-05,0.951676429,0.808402896,0.160955587,0.083429415,0.333717659,0.328229489,0.343402666,0.006410552,0.116635152,0.989660102,0.718645944,0.244938431,7.47E-05,7.10E-05,1
0.116726835,0.016654633,0.02599278,0.031720818,0.037641396,0.004717208,0.005198556,0.003850782,0.122839952,0.950758123,0.320240674,0.007894103,0.011167268,0.002454874,0.766064982,0.0022142,0.002262335,0.217569194,0.971359807,0.04654633,0,0.125583634,0.25833935,0.396389892,0.018676294,0.033790614,0,0.396389892,0.529386282,0.0011071,0.000588207,0.000534296,8.76E-05,0.014873646,0.49954272,0.014873646,0.49954272,0.029506619,0.484861613,0.000433213,0.402839952,0.378002407,0.004909747,0.109458484,0.105078219,0.030565584,0.047942238,0.013959085,0.069554753,0.095306859,0.086257521,0.008375451,0.253814681,0.158604091,0.011407942,0.060216606,0.400625752,0.01723225,0.312154031,0.104837545,0.00053911,0.008702768,0.007123947,0.007297232,0.340948255,0.841925391,0.039855596,0.256895307,0.295884477,0.000962696,0.000127076,0.00083562,8.66E-06,0.667706378,0.593867629,0.122021661,0.146137184,0.251619735,0.528423586,0.417809868,0.012274368,0.057184116,0.654527076,0.488471721,0.199229844,0.000138628,0.000140554,1
0.196044026,0.024645079,0.040716223,0.051284096,0.06767427,0.011764237,0.0058223,0.005622906,0.204697719,0.919125857,0.276758654,0.01004945,0.012123146,0.004825331,0.742383155,0.00291115,0.002711756,0.231615888,0.976312011,0.035093316,0.000837454,0.1806907,0.265273568,0.408518105,0.021813686,0.035332589,0,0.408518105,0.549489552,0.001794545,0.000494497,0.000453023,6.78E-05,0.013718296,0.511126176,0.013718296,0.511126176,0.027396714,0.497447759,0.000350933,0.400781624,0.37111182,0.005662785,0.100933163,0.119556548,0.029709683,0.047974159,0.022451747,0.072938268,0.094193651,0.086497049,0.018942415,0.247128729,0.158238954,0.007497208,0.058741426,0.395916414,0.017666294,0.30830276,0.103166374,0.000442654,0.007481257,0.00597384,0.006157282,0.285197001,0.845948317,0.034136226,0.204123465,0.246482693,0.000797575,0.00010847,0.000689105,1.12E-05,0.553166374,0.496554474,0.120952305,0.137701388,0.216693253,0.533298772,0.413622587,0.013837933,0.058382517,0.559881959,0.411987558,0.192494816,0.000106078,0.000110065,1
0.136026817,0.023171019,0.031227946,0.036814867,0.040637497,0.004175488,0.0018231,0.001058574,0.138614444,0.97324159,0.294283698,0.005351682,0.004469537,0.001529052,0.762820513,0.00194072,0.002117149,0.226358504,0.988238062,0.0248765,0,0.126970125,0.231357328,0.445189367,0.022230064,0.029228417,0,0.445189367,0.572747589,0.000646907,0.000768055,0.000718654,7.53E-05,0.009762409,0.528522701,0.009762409,0.528463891,0.022465302,0.515819807,0.00053164,0.388496824,0.40272877,0.002175959,0.126852505,0.076923077,0.018525053,0.050458716,0.0266996,0.06298518,0.067219478,0.103740296,0.024170783,0.201952482,0.167372383,0.004351917,0.04769466,0.359621266,0.012996942,0.290402258,0.071100917,0.000649259,0.012726417,0.009703599,0.010350506,0.511750176,0.823923783,0.034168431,0.360550459,0.428193366,0.001176194,0.00019172,0.000984474,3.18E-05,1.050564573,0.906516114,0.142554693,0.086038579,0.410703364,0.373088685,0.372677017,0.004822395,0.094154317,1.084733004,0.792484121,0.219830628,8.23E-05,8.70E-05,1
0.03729228,0.006169066,0.008225421,0.011337742,0.010559662,0.001000389,0.000833658,0.000944812,0.038348247,0.986216862,0.524426166,0.00216751,0.003279053,0.001278275,0.853498583,0.00077808,0.001278275,0.139220808,0.902684377,0.123270161,0.002723281,0.04790752,0.211082087,0.431056522,0.012671595,0.037403435,0,0.431112099,0.469349191,0.000722503,0.000698049,0.000646918,8.11E-05,0.009670427,0.511754571,0.009726005,0.511754571,0.024009337,0.497471239,0.000490191,0.402656589,0.394542322,0.002500973,0.152614906,0.076029567,0.03729228,0.049630412,0.026399155,0.060412383,0.084032679,0.102928917,0.003612516,0.22458734,0.169232479,0.007502918,0.037681321,0.385372089,0.011282165,0.316678708,0.074362252,0.00067693,0.010993164,0.007880843,0.008258767,0.444295004,0.830656366,0.044239426,0.341944089,0.378391597,0.001111543,0.00016562,0.000945923,8.89E-06,0.887500695,0.776268549,0.138164842,0.098649475,0.316700939,0.432445951,0.396709832,0.010504085,0.074139943,0.881431668,0.676418607,0.211359973,0.000111154,0.000114489,0
0.045558852,0.009178933,0.009962501,0.010690099,0.013376616,0.002350702,0.001063413,0.000895506,0.051547546,0.979627246,0.432473275,0.003078301,0.003805899,0.001511166,0.744389097,0.001343259,0.001679073,0.24452902,0.912800134,0.113561314,0.002686517,0.040745508,0.222533162,0.439805228,0.016007164,0.036995578,0,0.439805228,0.525997649,0.000839537,0.000681704,0.00061678,0.000106341,0.01186545,0.502994347,0.01186545,0.502938378,0.02692114,0.487882689,0.000498125,0.391168075,0.34644876,0.006436447,0.095987015,0.08065148,0.042368613,0.07068898,0.016678793,0.055073599,0.10320703,0.109643477,0.015335535,0.262886886,0.164996922,0.018525774,0.053562434,0.420607824,0.011921419,0.315441876,0.108076342,0.000649242,0.01048861,0.008652824,0.008608048,0.421525718,0.845133486,0.034588907,0.300061566,0.361851458,0.001119382,0.000158952,0.00096043,1.01E-05,0.806895394,0.719203,0.112441932,0.16259025,0.272368053,0.514468014,0.432529244,0.016622824,0.063468965,0.790104662,0.568500588,0.190854648,0.000158952,0.000158952,0
