Immigrants,Under 5 years,5 to 14 years,15 to 24 years,25 to 44 years,45 years and over,Americas,Asia,First generation,Not a visible minority,Other North American origins,Caribbean origins,African origins,Buddhist,Christian,Hindu,Other religions,No religious affiliation,Non-Aboriginal identity,Aboriginal ancestry,Aboriginal languages,Non-Aboriginal languages,High school diploma or equivalent,"Postsecondary certificate, diploma or degree",Humanities,"Personal, protective and transportation services",Other fields of study,"With postsecondary certificate, diploma or degree",English,Non-official language,Participation rate,Employment rate,Unemployment rate,Class of worker - not applicable,All classes of worker,Industry - not applicable,All industries,Did not work in 2010,Worked in 2010,Average weeks worked in 2010,Worked at usual place,"Car, truck or van - as a driver",Bicycle,Between 5 and 6:59 a.m.,Anytime after 9:00 a.m.,Major repairs needed,1981 to 1990,2006 to 2011,7 rooms,2 bedrooms,4 or more bedrooms,Part of a condominium development,1 household maintainer,2 household maintainers,Under 25 years,75 years and over,Suitable,Not suitable,Spending less than 30% of household total income on shelter costs,Spending 30% or more of household total income on shelter costs,% of owner households with a mortgage,Median monthly shelter costs for owned dwellings ($),Median monthly shelter costs for rented dwellings ($),Average monthly shelter costs for rented dwellings ($),Average income ($),After-tax income in 2010 of population 15 years and over,Without after-tax income,Median after-tax income ($),Average after-tax income ($),Composition of total income in 2010 of population 15 years and over (%),Income taxes paid as a % of total income,After-tax income as a % of total income,Net capital gains or losses as a % of total income,Median family income ($),Median after-tax family income ($),Couple-with-children economic families,Income in 2010 of population aged 15 years and over not in economic families,Median total income ($),In bottom half of the Canadian distribution,Household total income in 2010 of private households,"$10,000 to $14,999","$100,000 and over",Average household total income ($),Median after-tax household income ($),Less than 18 years,Prevalence of low income in 2010 based on after-tax low-income measure (%),18 to 64 years (%),
0.3796432,0.038712286,0.070248143,0.07146106,0.168191237,0.031081013,0.008894729,0.058169505,0.409208066,0.640521555,0.162783646,0.017334614,0.028756254,0.011977561,0.486228332,0.017587305,0.005255976,0.249608329,0.995299944,0.010360338,0,0.427048062,0.1492394,0.580178905,0.055592055,0.010158185,0,0.580178905,0.550563501,0.00773235,0.000662051,0.000605448,8.69E-05,0.016829231,0.513569515,0.01687977,0.513569515,0.03173801,0.498711275,0.000450801,0.390458382,0.229039268,0.006266741,0.049426391,0.076868651,0.025269116,0.032445545,0.019962602,0.033254157,0.094304341,0.09748825,0.044776874,0.25729014,0.13235963,0.008490423,0.042098347,0.35048264,0.045888715,0.272704301,0.121898216,0.000474049,0.015444484,0.010805074,0.011492394,0.884873907,0.809824632,0.047657553,0.353474503,0.644069338,0.001010765,0.000274928,0.000735837,9.60E-05,1.155213019,0.958093698,0.14464042,0.151564158,0.383150553,0.380603426,0.396371355,0.00914742,0.138424218,1.701410017,0.673341083,0.229291959,0.000161722,0.00015869,1
0.165659902,0.022641345,0.037112685,0.048759289,0.05080179,0.006344792,0.002129416,0.002346704,0.171874321,0.926165747,0.293859459,0.021859111,0.005736387,0.001912129,0.732432315,0.004563035,0.002694364,0.241753944,0.990048238,0.023684325,0,0.180261614,0.24492634,0.414106297,0.020598844,0.028030073,0,0.414106297,0.603320151,0.002303246,0.000621442,0.000579723,5.91E-05,0.011776976,0.562165921,0.011820434,0.562165921,0.025726826,0.548259528,0.000391117,0.424188432,0.429620616,0.001521012,0.147668506,0.094476555,0.017861023,0.057711529,0.019034375,0.062100734,0.036591196,0.130937378,0.010864369,0.168832298,0.165312242,0.002694364,0.026465603,0.325366129,0.014949372,0.253574377,0.080309417,0.000563209,0.012802573,0.008474208,0.008630655,0.412767807,0.802529225,0.042805615,0.273964626,0.339298596,0.00086915,0.000154709,0.000714441,1.56E-05,0.834644301,0.712207205,0.158619791,0.070531485,0.293763852,0.36652036,0.340315501,0.006257877,0.104906349,0.921368041,0.647316501,0.248098735,7.30E-05,6.87E-05,1
0.123988983,0.016613474,0.028898702,0.028854982,0.044025707,0.005596118,0.001486469,0.002972938,0.128448389,0.926813273,0.344379836,0.022690508,0.010230403,0.001224151,0.695842259,0.004721724,0.002492021,0.284571329,0.981331701,0.040047217,8.74E-05,0.089013247,0.240458182,0.425304945,0.018886897,0.033707865,8.74E-05,0.425304945,0.580466052,0.00126787,0.00061295,0.000561361,7.34E-05,0.014777248,0.547982337,0.014777248,0.547982337,0.030035413,0.532680453,0.000393477,0.427053731,0.408341713,0.002011105,0.159489354,0.098981332,0.01460237,0.06352468,0.047086084,0.068071525,0.055436541,0.120185371,0.018143663,0.181436628,0.166965418,0.005552398,0.031827919,0.342718489,0.012591265,0.272023784,0.0793512,0.000607703,0.012626241,0.008752678,0.009041228,0.394604993,0.802780571,0.045293578,0.289695274,0.328299742,0.000874393,0.000146898,0.000727495,6.12E-06,0.825602238,0.702513881,0.150526822,0.083898046,0.336213002,0.355965549,0.355309754,0.00402221,0.100686399,0.841315088,0.636768242,0.242163249,6.91E-05,6.82E-05,0
0.386278661,0.036082706,0.064147034,0.083066805,0.168476057,0.034506059,0.01432497,0.048110275,0.415604307,0.710842831,0.154871841,0.040812649,0.042974909,0.011441957,0.538582819,0.008784179,0.00184693,0.185053381,0.995675481,0.008874274,0.00031533,0.454119555,0.172575341,0.522546061,0.043200144,0.013739358,0,0.522591108,0.552637506,0.007162485,0.000590117,0.000545971,6.76E-05,0.012432992,0.520113519,0.012432992,0.520113519,0.028604892,0.503986666,0.000403622,0.395333123,0.210730213,0.003513672,0.065498446,0.081535204,0.028154421,0.035316906,0.012117663,0.033605117,0.109374296,0.082841569,0.055002478,0.254561016,0.132123069,0.008829227,0.055633137,0.350195955,0.04572278,0.273841164,0.120681112,0.000427046,0.011604126,0.009270688,0.009522951,0.600909951,0.812919501,0.050272535,0.27451687,0.458516149,0.000900941,0.000213523,0.000687418,2.88E-05,0.84372269,0.725555205,0.129465291,0.16613361,0.273336637,0.428758052,0.395963782,0.011982522,0.114509663,1.157700797,0.535573674,0.225595748,0.000129736,0.000128835,0
0.131093757,0.023289127,0.030682501,0.034933691,0.036227531,0.005960908,0.006099533,0.00129384,0.13622291,0.966914653,0.357099949,0.003881521,0.00554503,0.002402846,0.698073102,0.001802135,0.00457465,0.284968347,0.983549744,0.024028464,0.000231043,0.14440183,0.241717111,0.373596414,0.014786747,0.029527286,0,0.373596414,0.552793309,0.004805693,0.000604408,0.000556351,7.39E-05,0.012938404,0.516149901,0.012938404,0.516149901,0.027678943,0.501409362,0.000415877,0.383069174,0.383254009,0.004482233,0.136130493,0.087472852,0.02938866,0.038907629,0.030543875,0.064137517,0.078970473,0.102490643,0.008225128,0.211311862,0.168984797,0.00882584,0.04214223,0.369391433,0.015433668,0.28584631,0.084515503,0.000564669,0.00947276,0.006774179,0.007014463,0.350445913,0.808788873,0.040016635,0.251790583,0.300143247,0.000924172,0.000133081,0.000791091,1.02E-05,0.692777598,0.614509496,0.135668407,0.105032115,0.247188208,0.500623816,0.384778892,0.010073472,0.066124486,0.700512915,0.530040201,0.235294118,0.000131232,0.000127536,1
0.119527479,0.019180286,0.024303497,0.032221187,0.037386739,0.006351088,0.004149378,0.00143958,0.124142603,0.951223643,0.345372174,0.003048522,0.00724024,0.001905326,0.806080108,0.002625116,0.002117029,0.1743162,0.983275468,0.037852485,0,0.133838598,0.246718604,0.410788382,0.015369633,0.027097976,0,0.410788382,0.542848675,0.001566602,0.000545347,0.000508934,5.59E-05,0.010331103,0.511008553,0.010373444,0.511008553,0.022821577,0.498518079,0.000386146,0.398086205,0.403929207,0.002032348,0.129646879,0.093403336,0.018502837,0.042128885,0.018545177,0.063934287,0.066644085,0.107672114,0.012490473,0.195740537,0.172326192,0.004022356,0.037217377,0.358624778,0.012659836,0.301930731,0.063214497,0.000493691,0.008476586,0.0066136,0.006571259,0.368972817,0.809975442,0.045727835,0.271835041,0.311355746,0.000846812,0.000132103,0.000713862,7.62E-06,0.757777966,0.653018884,0.146540774,0.084130748,0.289889068,0.387374037,0.371284613,0.006689813,0.088661191,0.75978491,0.564408502,0.237911762,7.45E-05,7.54E-05,0
0.414879534,0.03834613,0.072764981,0.099152767,0.174300591,0.030359192,0.009531374,0.020342423,0.426043597,0.75019857,0.138955079,0.032344895,0.034595358,0.008031065,0.753287442,0.021180831,0.003883152,0.148971847,0.995852087,0.008957727,0,0.506089489,0.215956226,0.495499073,0.040067073,0.017430059,0,0.495499073,0.531065219,0.009398994,0.000539229,0.000496867,6.97E-05,0.014164681,0.503000618,0.014164681,0.503000618,0.029785544,0.487379755,0.00039361,0.385005736,0.290398023,0.002912364,0.077663048,0.080840173,0.025814138,0.031771247,0.009575501,0.046465449,0.098667373,0.092048363,0.070029124,0.220810167,0.151663578,0.005030447,0.072676728,0.348689436,0.035389639,0.272967964,0.110272703,0.00038302,0.008322302,0.009593152,0.009725532,0.43478069,0.846174212,0.043332451,0.263224782,0.351028153,0.000882535,0.000170329,0.000712205,2.74E-05,0.786832583,0.680072368,0.140587768,0.114420616,0.323166534,0.412717324,0.384079075,0.004677434,0.102418145,0.909125408,0.561953932,0.192613185,0.000111199,0.000112082,2
0.394322456,0.031537048,0.068454203,0.091155629,0.16498994,0.038141895,0.011678768,0.023357537,0.410812702,0.762881638,0.168357974,0.032543085,0.02856268,0.011503805,0.701819613,0.017671245,0.004242848,0.220190709,0.99190797,0.015571691,0.000349926,0.442962121,0.192371621,0.544877963,0.039454116,0.021126761,0,0.544877963,0.590193334,0.008879363,0.0005905,0.000545884,6.65E-05,0.015221765,0.568016796,0.015221765,0.567973056,0.030705975,0.552532587,0.000397166,0.443661972,0.29651824,0.004898959,0.093561368,0.087875077,0.029043828,0.035648675,0.042253521,0.043915668,0.154142245,0.053451142,0.108695652,0.301111014,0.149899396,0.010366547,0.055769399,0.415317995,0.045184148,0.319569591,0.140013997,0.000487271,0.011687516,0.008468201,0.008774385,0.458402589,0.864185111,0.036742192,0.281663896,0.367754352,0.000874814,0.000173213,0.000701601,1.92E-05,0.785233138,0.676581226,0.112457353,0.209867903,0.321546671,0.420916805,0.460414662,0.013909544,0.106114951,0.824039892,0.503735456,0.164771236,0.000120724,0.000118975,1
0.595916961,0.043026962,0.09440951,0.14872082,0.247394263,0.062322336,0.020027565,0.071108623,0.618614868,0.272331812,0.077655267,0.109656301,0.123137221,0.016065122,0.517141873,0.144499957,0.003919373,0.085494013,0.993496425,0.007838746,0.00030149,0.627444224,0.240546128,0.353346541,0.022999397,0.016151262,0,0.353346541,0.470324748,0.008958567,0.000519425,0.000458265,0.000101645,0.02657421,0.453785856,0.02657421,0.453742786,0.046300284,0.434016711,0.000379878,0.353518822,0.257731071,0.001550521,0.105736928,0.098673443,0.025842019,0.060728745,0.008140236,0.033163925,0.098888793,0.062365406,0.072874494,0.192350762,0.108837971,0.008614006,0.033723835,0.247135843,0.072529934,0.208157464,0.110216212,0.000511672,0.010801964,0.008467568,0.008097166,0.252554053,0.79705401,0.063312947,0.190602119,0.224911706,0.000861401,9.48E-05,0.000766647,4.31E-06,0.532793522,0.496700836,0.13450771,0.099664054,0.195072788,0.640795934,0.319665777,0.009087777,0.046214144,0.579817383,0.442889138,0.247480403,0.000177449,0.000167112,1
0.181874676,0.025220093,0.042465044,0.048006214,0.057845676,0.008337649,0.002796479,0.004401864,0.18674262,0.913568099,0.28689798,0.013050233,0.013050233,0.003625065,0.739720352,0.004246504,0.003625065,0.219005697,0.987881926,0.020041429,0,0.196271362,0.216623511,0.451372346,0.021802175,0.027498705,0,0.451372346,0.585810461,0.001967892,0.00072087,0.000680476,5.80E-05,0.009062662,0.550491973,0.009010875,0.550491973,0.021336095,0.53821854,0.000471258,0.421077162,0.421284309,0.001501813,0.130450544,0.085292595,0.015018125,0.045054376,0.046452615,0.063645779,0.049559814,0.110305541,0.041584671,0.171361989,0.170636976,0.002019679,0.038943553,0.333298809,0.013982393,0.272294148,0.068772657,0.00065044,0.01426204,0.009601243,0.009849819,0.482889694,0.803573278,0.040186432,0.344505438,0.40073537,0.001035733,0.000176075,0.000859658,8.29E-06,1.006452615,0.865416882,0.154738477,0.067426204,0.384930088,0.337234593,0.347332988,0.004194718,0.10678405,1.061574314,0.790108752,0.243241844,6.84E-05,6.63E-05,1
0.046376114,0.009487118,0.007368168,0.010498435,0.016325548,0.002745004,0.001444739,0.001011317,0.049699013,0.976113653,0.608331327,0.007657115,0.006405008,0.000866843,0.893908018,0.000915001,0.001300265,0.097616181,0.97240549,0.063231399,0.00024079,0.058463761,0.246713219,0.398699735,0.014206598,0.033469781,0,0.398699735,0.317649892,0.00211895,0.000659764,0.000624127,5.20E-05,0.006308693,0.561136528,0.006260535,0.561136528,0.018733446,0.548615459,0.000439201,0.430339514,0.399855526,0.002648688,0.191668673,0.071562726,0.029857934,0.080327474,0.033421623,0.058704551,0.094389598,0.095641705,0.019841079,0.213098965,0.177991813,0.008379485,0.033903203,0.38136287,0.014110282,0.304406453,0.081194317,0.000599085,0.010344329,0.007185167,0.007425957,0.402475319,0.8278353,0.037226102,0.298935709,0.339995184,0.000963159,0.00014929,0.000813869,1.64E-05,0.830927041,0.718738261,0.136575969,0.107392247,0.280048158,0.408812906,0.39552131,0.008764748,0.08726222,0.804642427,0.604526848,0.217192391,0.000101132,0.000101132,0
0.206428868,0.024139361,0.039236831,0.048942348,0.082911655,0.011198673,0.003940274,0.014682704,0.215138946,0.843094152,0.265989216,0.011281626,0.013355454,0.018788884,0.617959353,0.014931564,0.005018664,0.302820406,0.983824139,0.028121112,0,0.215014517,0.221401908,0.457901286,0.031273331,0.025715471,0.000248859,0.457859809,0.599917047,0.002032352,0.000578183,0.000538366,5.81E-05,0.011406056,0.561675653,0.011447532,0.561634177,0.028287018,0.544794691,0.00037246,0.456532559,0.389589382,0.008793032,0.124554127,0.114309415,0.021070095,0.060929075,0.032890917,0.056449606,0.088801327,0.08610535,0.056076317,0.218042306,0.171754459,0.018913314,0.041808378,0.376068022,0.023102447,0.293612609,0.104686852,0.000517628,0.010485276,0.007125674,0.007366238,0.350095396,0.821692244,0.036582331,0.251704687,0.293413521,0.000829531,0.000134384,0.000695147,2.16E-05,0.713338864,0.61934467,0.129987557,0.156076317,0.233670676,0.433720448,0.399128992,0.013355454,0.081833264,0.688900871,0.499966819,0.216507673,0.000100373,0.00010535,1
0.102287257,0.018137046,0.026140077,0.027039826,0.027039826,0.003835772,0.001846853,0.000378842,0.105081214,0.982336506,0.323246673,0.007576834,0.002415116,0.001278591,0.736468248,0.000378842,0.002888668,0.256002273,0.967656391,0.040488706,0.000615618,0.104939149,0.24198513,0.392053796,0.015343089,0.033006582,0.000236776,0.39200644,0.565373869,0.001988919,0.000603305,0.00055595,7.39E-05,0.010844343,0.521096747,0.010844343,0.521096747,0.026660984,0.505280106,0.000421461,0.387507695,0.385850263,0.002604537,0.150826348,0.082019226,0.026755694,0.048444381,0.020836293,0.064687219,0.088601601,0.103802623,0.014395984,0.230335748,0.162617796,0.006866506,0.050717431,0.382440688,0.014064498,0.30676706,0.076857508,0.000509542,0.008192452,0.007036984,0.007112753,0.348903727,0.835156509,0.039399536,0.258748875,0.3008666,0.000947104,0.0001307,0.000816404,1.42E-05,0.696329971,0.619955486,0.126675191,0.108632855,0.278950609,0.493630724,0.396552541,0.008381872,0.065444902,0.700336222,0.528313681,0.210920112,0.00010797,0.00010797,1
0.080235742,0.012483178,0.018701564,0.020697016,0.025894473,0.002552323,0.000417653,0.001020929,0.082880876,0.981576871,0.36962272,0.006032763,0.00213467,0.001670611,0.681145297,0.001252958,0.004362151,0.307902919,0.97990626,0.03457237,9.28E-05,0.054944545,0.259826442,0.411434405,0.015081906,0.032112859,0,0.411434405,0.540721147,0.001160147,0.000546661,0.000500255,7.89E-05,0.012158337,0.493572788,0.012158337,0.493619193,0.024270268,0.481507263,0.00041394,0.353287856,0.360295141,0.001531394,0.117685275,0.080978236,0.028818043,0.080606989,0.019490464,0.071975498,0.086871781,0.110121119,0.00751775,0.236530697,0.174021996,0.005893545,0.062833542,0.40229245,0.012993642,0.305582626,0.098102,0.000493758,0.008056058,0.007684811,0.007573437,0.345547357,0.858322892,0.036660634,0.24240568,0.29580955,0.000928117,0.000133649,0.000794468,1.02E-05,0.655232261,0.58726623,0.11740684,0.12167618,0.25347812,0.507587359,0.415286092,0.01099819,0.064364936,0.68386468,0.499716924,0.179219453,0.000115087,0.000118799,0
0.236153689,0.025546699,0.044451257,0.057735541,0.089771102,0.018700184,0.006744329,0.019977519,0.258226037,0.81764766,0.264152871,0.028459023,0.033363989,0.016094421,0.58854486,0.0054159,0.008941345,0.337063151,0.958869814,0.052626201,0.00224811,0.273962804,0.223175966,0.390455753,0.030553852,0.024013897,0,0.390506847,0.51307991,0.006642142,0.000604946,0.000530349,0.000126712,0.021357041,0.480686695,0.021305947,0.480686695,0.041896587,0.460147149,0.000449622,0.363427345,0.241160842,0.006693235,0.114193746,0.101420396,0.066114858,0.027437155,0.005518087,0.052983854,0.127682403,0.050889025,0.027794809,0.353157572,0.123646025,0.033108522,0.047414674,0.443899448,0.043225015,0.305947272,0.180104231,0.00065093,0.009809933,0.007255263,0.0072757,0.31710607,0.847639485,0.048640916,0.223829961,0.277590435,0.001021868,0.000127733,0.000894134,6.13E-06,0.542591457,0.505446556,0.089771102,0.275086859,0.218506029,0.687104026,0.487124464,0.042662988,0.031473534,0.52012058,0.363805436,0.184549356,0.000298385,0.000290211,0
0.289660653,0.030803029,0.048798729,0.081331214,0.105917547,0.022763392,0.007245022,0.012667103,0.298167711,0.849397027,0.227774142,0.019397962,0.01238665,0.012760587,0.677245957,0.010890904,0.00336543,0.222959708,0.977657287,0.036038142,0.000280452,0.3424792,0.251519118,0.363887071,0.015939048,0.026502758,0,0.363887071,0.516686922,0.005609049,0.0005581,0.000509489,8.23E-05,0.013087782,0.487519865,0.013134524,0.487519865,0.029073572,0.471534075,0.000418809,0.385107974,0.3415911,0.003926334,0.131205011,0.094465738,0.030989997,0.051509769,0.013601944,0.061606058,0.105263158,0.066654202,0.050014023,0.239319435,0.152519398,0.0094419,0.055997009,0.369729831,0.031924839,0.296157801,0.104795737,0.000518837,0.009011872,0.006992615,0.007132841,0.32642797,0.838506123,0.04501262,0.241862204,0.28294849,0.000934842,0.000124334,0.000810508,4.67E-06,0.641067589,0.57339441,0.126063382,0.132467047,0.27498364,0.53239226,0.40165467,0.011171356,0.056370945,0.644909788,0.468299523,0.197812471,0.000157988,0.000153314,2
0.258621531,0.02604751,0.050192674,0.069460026,0.096678211,0.01624311,0.005219258,0.013999317,0.264865129,0.806789913,0.252914492,0.022242817,0.028144969,0.007121604,0.703477879,0.007024048,0.003902249,0.229061997,0.985269011,0.025608507,0,0.285059265,0.238573728,0.402565729,0.017365007,0.027218184,0,0.402565729,0.53894932,0.003219355,0.000610702,0.000555095,8.78E-05,0.015413882,0.506414321,0.015413882,0.506463099,0.031608214,0.490219989,0.000437052,0.405736306,0.345349007,0.001999902,0.131700893,0.104629042,0.023072045,0.0639481,0.011999415,0.064289547,0.076532852,0.085751915,0.022584264,0.226232867,0.149017121,0.008341057,0.054972928,0.360177552,0.023315936,0.289888298,0.093312521,0.000571679,0.010692161,0.007482562,0.007667919,0.34028584,0.834056875,0.047753768,0.260426321,0.295322179,0.000975562,0.000128774,0.000846788,2.93E-06,0.718745427,0.640700454,0.134773913,0.120335593,0.278347398,0.508950783,0.383542266,0.0098044,0.059362958,0.697790352,0.524501244,0.209306863,0.000143408,0.000136579,1
0.253818147,0.030214195,0.051633647,0.060853941,0.094425268,0.01673838,0.005957728,0.017069365,0.266631992,0.831103125,0.219253865,0.020284647,0.02085205,0.005863161,0.671946664,0.0103551,0.006856116,0.238687408,0.988510095,0.02151402,0,0.269374439,0.204312261,0.510284174,0.035273535,0.01673838,0,0.510331458,0.557189465,0.00477564,0.000599556,0.000551326,7.57E-05,0.013002979,0.516572888,0.012955695,0.516572888,0.027377181,0.502151402,0.000421769,0.405078254,0.361199111,0.003640834,0.094567119,0.086150645,0.02165587,0.062130597,0.021088468,0.060759374,0.064683909,0.119296421,0.052059199,0.21041184,0.163695683,0.013759516,0.051444513,0.362901319,0.018440588,0.297744574,0.082746229,0.000510662,0.010676628,0.007934181,0.008217883,0.450479928,0.835311362,0.041089413,0.299579176,0.369937113,0.000945671,0.000169275,0.000776396,1.70E-05,0.890548016,0.76514256,0.139486501,0.119296421,0.292202941,0.368007944,0.381341907,0.00983498,0.106435292,0.938380065,0.641808123,0.207338408,0.00010497,0.000115372,2
0.06115088,0.009877365,0.015537429,0.015537429,0.017424116,0.002774541,0.000832362,0.000277454,0.0652572,0.986793186,0.403362743,0.002330614,0.001442761,0.001997669,0.72465457,0.000388436,0.002996504,0.265967482,0.932356695,0.086010765,0.00271905,0.03667943,0.238776982,0.402974308,0.01292936,0.030908385,0,0.402974308,0.541534876,0.000943344,0.00066589,0.000612619,8.77E-05,0.011209145,0.493091393,0.011209145,0.493146884,0.025636757,0.478774763,0.000501637,0.360523833,0.377004606,0.001054326,0.130014983,0.077576161,0.039842406,0.058542811,0.023972033,0.068420176,0.084623495,0.108318073,0.008434604,0.225903113,0.174907053,0.006436935,0.045058543,0.392542034,0.011486599,0.294711725,0.087786471,0.000631485,0.009899562,0.008345819,0.008589978,0.380012208,0.840796848,0.041618112,0.282492647,0.330958326,0.001109816,0.000143166,0.00096665,1.11E-05,0.752300094,0.679041119,0.124132956,0.111259087,0.27843072,0.542533711,0.404028633,0.010543255,0.050385661,0.752044837,0.583907663,0.192997059,0.000154264,0.000159814,1
0.076077439,0.011674287,0.016781788,0.01935986,0.025051075,0.003356358,0.001264714,0.0010215,0.080212083,0.985309855,0.336559977,0.002529429,0.002091643,0.000535072,0.793413756,0.001264714,0.003307715,0.199533029,0.984823426,0.022910789,0.000243214,0.079385154,0.228572818,0.408405487,0.016879074,0.029283004,0.000194571,0.408405487,0.573499368,0.00797743,0.000631384,0.000595389,5.64E-05,0.007928787,0.533709505,0.007928787,0.533709505,0.021305574,0.520332717,0.00044265,0.394250413,0.370901839,0.004231929,0.13722152,0.086632941,0.027288647,0.048983364,0.022570289,0.069948439,0.088335441,0.125693161,0.014203716,0.256347894,0.151765736,0.010215001,0.056523008,0.401935986,0.010652787,0.308833544,0.074472225,0.000481564,0.007345072,0.006926744,0.007169958,0.400214029,0.834468333,0.029818076,0.272575153,0.336890748,0.000972857,0.000154684,0.000818173,2.14E-05,0.75166845,0.662175309,0.123504232,0.12262866,0.302490515,0.466241852,0.412637416,0.011577002,0.077828583,0.780941726,0.558303337,0.206975387,0.00010896,0.000107014,1
0.22836105,0.027399319,0.037216991,0.044129433,0.101432579,0.018132639,0.004107393,0.013323983,0.239981968,0.781957524,0.276447606,0.014626327,0.026998597,0.01843318,0.660789421,0.018733721,0.005660188,0.241685033,0.981065919,0.038869966,0.000200361,0.254007213,0.174714486,0.529052294,0.02764977,0.018934081,0,0.529002204,0.584952915,0.003506311,0.000734322,0.000685233,6.61E-05,0.010168303,0.570526949,0.010168303,0.570526949,0.023191745,0.557453416,0.000456822,0.454518133,0.364956922,0.004658385,0.118312963,0.077990383,0.012823082,0.073131637,0.047836105,0.068523342,0.039120417,0.130735324,0.031306351,0.17296133,0.172109798,0.003957123,0.021138048,0.338709677,0.011871368,0.289471048,0.058906031,0.000648167,0.014085354,0.013384091,0.012672811,0.533530355,0.792376277,0.036265277,0.390282509,0.434131437,0.001001803,0.000186335,0.000815468,1.80E-05,1.106651974,0.930765378,0.159236626,0.075385694,0.491735123,0.254307754,0.350631136,0.004458024,0.133490283,1.150821479,0.855009016,0.254357844,5.41E-05,5.31E-05,1
0.043747653,0.007604206,0.008261359,0.010514457,0.013894104,0.003379647,0.003285768,0.001502065,0.048911003,0.986856928,0.228032294,0.001314307,0.000844912,0.000751033,0.6086181,0,0.001783703,0.335523845,0.655933158,0.351764927,0.116879459,0.042433346,0.202966579,0.358711979,0.014739016,0.034265866,0,0.358711979,0.545812993,0.009669546,0.001207285,0.001085242,0.000189636,0.012485918,0.505069471,0.012485918,0.505069471,0.030604581,0.486950807,0.000811115,0.378238828,0.333740143,0.005257229,0.094630116,0.073976718,0.063462261,0.069001127,0.019620729,0.053417199,0.099605708,0.091250469,0.008261359,0.239954938,0.151990237,0.014739016,0.04205783,0.369977469,0.027037176,0.280510702,0.058956065,0.00098573,0.014701465,0.014344724,0.013950432,0.712166729,0.804543748,0.038208787,0.525384904,0.613706346,0.001877582,0.000259106,0.001618475,1.50E-05,1.378989861,1.2385092,0.116410064,0.125516335,0.513462261,0.502910252,0.397108524,0.014175742,0.071348104,1.374633872,1.023544874,0.165508825,0.000197146,0.000182125,0
0.40298645,0.044428058,0.073370818,0.108074477,0.145865978,0.031201032,0.003733063,0.022075767,0.413309982,0.67033828,0.108627523,0.027514057,0.023780994,0.024564476,0.685869665,0.048483731,0.002488709,0.113328417,0.996727809,0.003871325,0,0.559175961,0.20075583,0.432343995,0.023965342,0.021937506,0,0.432297908,0.574430823,0.007189603,0.000666421,0.000622177,6.08E-05,0.010553968,0.550926353,0.010553968,0.550880265,0.027467969,0.533966264,0.000420315,0.425661351,0.402156881,0.000184349,0.104018804,0.081758687,0.006682644,0.039220205,0.088072633,0.052723753,0.018987925,0.15125818,0.014840077,0.124389345,0.158125173,0.001013918,0.018296617,0.276338833,0.018342704,0.202829754,0.090561342,0.000641534,0.016462347,0.012932067,0.012084063,0.465655821,0.776845792,0.054106369,0.289234031,0.377334317,0.000921744,0.000175131,0.000746613,1.94E-05,0.936095493,0.802101576,0.178173104,0.042308047,0.330657203,0.366070606,0.294681537,0.005438289,0.107659692,1.141967002,0.76875288,0.271684026,8.66E-05,8.39E-05,1
0.132803883,0.018442533,0.02625193,0.02823737,0.052106773,0.007765277,0.003088462,0.008515332,0.150672844,0.923097287,0.335362894,0.008515332,0.009750717,0.003397309,0.65890139,0.004588573,0.008735936,0.300639753,0.969733069,0.049768365,0.000220604,0.124994485,0.226163689,0.495080521,0.033531877,0.030884624,0,0.495080521,0.576395323,0.00198544,0.00056563,0.000517097,7.50E-05,0.010721377,0.533200971,0.010765497,0.53315685,0.025369512,0.518552835,0.000386499,0.423869402,0.329538937,0.013324509,0.090183102,0.100727995,0.031458195,0.080388264,0.032075888,0.05740128,0.119479373,0.097551291,0.030752261,0.271828811,0.16386499,0.031899404,0.054180454,0.425369512,0.019545555,0.316611516,0.127024046,0.000502978,0.009433047,0.007500552,0.007950585,0.36010589,0.848224134,0.031414075,0.251144937,0.303887051,0.000882418,0.000137657,0.000744761,1.41E-05,0.699783808,0.617048312,0.110169865,0.206265167,0.226622546,0.480741231,0.444870946,0.0187955,0.077255681,0.661230973,0.464487095,0.18861681,0.000133245,0.000147364,1
0.244851372,0.024316411,0.047392189,0.059103767,0.097513771,0.016525234,0.005458786,0.020941889,0.257009578,0.854101533,0.229864523,0.01434172,0.022430649,0.012902585,0.660761253,0.009428812,0.00754305,0.264751129,0.984616148,0.030122575,0.000248127,0.275668701,0.235075182,0.430003474,0.031412833,0.026797678,0.000893256,0.430003474,0.581360727,0.003622649,0.000651084,0.000601459,7.54E-05,0.012654459,0.543794353,0.012604834,0.543794353,0.029675947,0.52672324,0.000448613,0.435859263,0.370800457,0.006600169,0.116669148,0.115577391,0.031512084,0.054041983,0.016028981,0.057069128,0.123666319,0.069177708,0.035283609,0.283360627,0.154285147,0.020495261,0.053198352,0.420227284,0.026748052,0.319289365,0.127338594,0.000592526,0.011205399,0.008019453,0.008128629,0.367416009,0.847947993,0.037665625,0.26943576,0.315924768,0.000992507,0.000138951,0.000853556,9.93E-06,0.691538881,0.622877277,0.109920103,0.203364597,0.278288919,0.54032058,0.446975336,0.019602005,0.056771376,0.666071163,0.479926555,0.18569798,0.000165749,0.000164756,1
