Immigrants,Under 5 years,5 to 14 years,15 to 24 years,25 to 44 years,45 years and over,Americas,Europe,Africa,Asia,Oceania and other,First generation,Second generation,Third generation or more,Total visible minority population,Not a visible minority,North American Aboriginal origins,Other North American origins,European origins,Caribbean origins,"Latin, Central and South American origins",African origins,Buddhist,Christian,Hindu,Jewish,Muslim,Sikh,Traditional (Aboriginal) Spirituality,Other religions,No religious affiliation,Aboriginal identity,Non-Aboriginal identity,Not a Registered or Treaty Indian,Aboriginal ancestry,Aboriginal languages,Non-Aboriginal languages,Movers,High school diploma or equivalent,"Postsecondary certificate, diploma or degree",Education,Humanities,Physical and life sciences and technologies,"Mathematics, computer and information sciences","Architecture, engineering, and related technologies","Agriculture, natural resources and conservation","Personal, protective and transportation services",Other fields of study,"With postsecondary certificate, diploma or degree",English,Non-official language,Not in the labour force,Participation rate,Employment rate,Unemployment rate,Class of worker - not applicable,All classes of worker,Occupation - not applicable,Industry - not applicable,All industries,Did not work in 2010,Worked in 2010,Average weeks worked in 2010,Worked outside Canada,No fixed workplace address,Worked at usual place,"Car, truck or van - as a driver",Public transit,Bicycle,Other methods,Median commuting duration,Between 5 and 6:59 a.m.,Anytime after 9:00 a.m.,Major repairs needed,1960 or before,1961 to 1980,1981 to 1990,1991 to 2000,2001 to 2005,2006 to 2011,6 rooms,7 rooms,8 or more rooms,0 to 1 bedroom,2 bedrooms,3 bedrooms,4 or more bedrooms,Band housing,Part of a condominium development,1 household maintainer,2 household maintainers,3 or more household maintainers,Under 25 years,25 to 34 years,75 years and over,One person or fewer per room,More than one person per room,Suitable,Not suitable,Spending less than 30% of household total income on shelter costs,Spending 30% or more of household total income on shelter costs,"Number of owner households in non-farm, non-reserve private dwellings",% of owner households with a mortgage,% of owner households spending 30% or more of household total income on shelter costs,Median monthly shelter costs for owned dwellings ($),Average monthly shelter costs for owned dwellings ($),Median value of dwellings ($),Average value of dwellings ($),"Number of tenant households in non-farm, non-reserve private dwellings",% of tenant households in subsidized housing,% of tenant households spending 30% or more of household total income on shelter costs,Median monthly shelter costs for rented dwellings ($),Average monthly shelter costs for rented dwellings ($),Median income ($),Average income ($),After-tax income in 2010 of population 15 years and over,Without after-tax income,With after-tax income,Median after-tax income ($),Average after-tax income ($),Composition of total income in 2010 of population 15 years and over (%),Income taxes paid as a % of total income,After-tax income as a % of total income,Net capital gains or losses as a % of total income,"Population aged 15 years and over who worked full year, full time and with employment income in 2010",Average employment income in 2010 ($),Family income in 2010 of economic families,Median family income ($),Average family income ($),Median after-tax family income ($),Average after-tax family income ($),Couple-with-children economic families,Lone-parent economic families,Income in 2010 of population aged 15 years and over not in economic families,Median total income ($),In bottom half of the Canadian distribution,Household total income in 2010 of private households,"$5,000 to $9,999","$10,000 to $14,999","$15,000 to $19,999","$20,000 to $29,999","$30,000 to $39,999","$40,000 to $49,999","$60,000 to $79,999","$100,000 to $124,999","$125,000 to $149,999",After-tax income of households in 2010 of private households,"$100,000 and over",Household income in 2010 of private households,Median household total income ($),Average household total income ($),Median after-tax household income ($),Average after-tax household income ($),Population in private households for income status,Less than 18 years,65 years and over,Prevalence of low income in 2010 based on after-tax low-income measure (%),18 to 64 years (%),
0.414879534,0.03834613,0.072764981,0.099152767,0.174300591,0.030359192,0.009531374,0.015135469,0.003706645,0.020342423,0,0.426043597,0.309990292,0.263966111,0.249757303,0.75019857,0.0089136,0.138955079,0.718383197,0.032344895,0.032742035,0.034595358,0.008031065,0.753287442,0.021180831,0.001985703,0.059482835,0.003132998,0,0.003883152,0.148971847,0.004147913,0.995852087,0.998058424,0.008957727,0,0.506089489,0.089356632,0.215956226,0.495499073,0.039934692,0.040067073,0.022460507,0.019415762,0.097475951,0.00648663,0.017430059,0,0.495499073,0.531065219,0.009398994,0.32905304,0.000539229,0.000496867,6.97E-05,0.014164681,0.503000618,0.014164681,0.014164681,0.503000618,0.029785544,0.487379755,0.00039361,0.001765069,0.054849528,0.385005736,0.290398023,0.107316212,0.002912364,0.004500927,0.000265643,0.077663048,0.080840173,0.025814138,0.133218604,0.190892243,0.031771247,0.010987556,0.007633925,0.009575501,0.058070779,0.046465449,0.123466596,0.041081987,0.098667373,0.152325479,0.092048363,0,0.070029124,0.220810167,0.151663578,0.011605331,0.005030447,0.030006178,0.072676728,0.370311535,0.013811667,0.348689436,0.035389639,0.272967964,0.110272703,0.263127703,0.00038302,0.00019504,0.008322302,0.011949519,4.42063366,5.052299003,0.120907246,6.88E-05,0.000382137,0.009593152,0.009725532,0.286938487,0.43478069,0.846174212,0.043332451,0.802841762,0.263224782,0.351028153,0.000882535,0.000170329,0.000712205,2.74E-05,0.280293002,0.655811491,0.28572059,0.786832583,1.061706822,0.680072368,0.851857735,0.140587768,0.048804166,0.114420616,0.323166534,0.412717324,0.384079075,0.005383461,0.004677434,0.013591033,0.030888712,0.032124261,0.035124879,0.049068926,0.036845821,0.027535081,0.384079075,0.102418145,0.384079075,0.637798959,0.909125408,0.561953932,0.73375695,0.999955873,0.192613185,0.19146589,0.000111199,0.000112082,2
0.394322456,0.031537048,0.068454203,0.091155629,0.16498994,0.038141895,0.011678768,0.022526463,0.003193071,0.023357537,0.000131222,0.410812702,0.278147144,0.311040154,0.237118362,0.762881638,0.015571691,0.168357974,0.726926778,0.032543085,0.032149418,0.02856268,0.011503805,0.701819613,0.017671245,0.005423847,0.036261045,0.002799405,0,0.004242848,0.220190709,0.00809203,0.99190797,0.997069373,0.015571691,0.000349926,0.442962121,0.12094305,0.192371621,0.544877963,0.034555157,0.039454116,0.021476686,0.02418861,0.090674482,0.007698364,0.021126761,0,0.544877963,0.590193334,0.008879363,0.28099029,0.0005905,0.000545884,6.65E-05,0.015221765,0.568016796,0.015221765,0.015221765,0.567973056,0.030705975,0.552532587,0.000397166,0.002230776,0.055988103,0.443661972,0.29651824,0.156504243,0.004898959,0.005248885,0.000266818,0.093561368,0.087875077,0.029043828,0.217260082,0.088662409,0.035648675,0.038929228,0.037704488,0.042253521,0.057212842,0.043915668,0.084725746,0.134546409,0.154142245,0.118318607,0.053451142,0,0.108695652,0.301111014,0.149899396,0.009404252,0.010366547,0.068060537,0.055769399,0.447423672,0.012990989,0.415317995,0.045184148,0.319569591,0.140013997,0.272592074,0.000487271,0.000207331,0.011687516,0.01275479,3.937503281,4.637057125,0.187866328,0.00011985,0.00035255,0.008468201,0.008774385,0.312527338,0.458402589,0.864185111,0.036742192,0.827486659,0.281663896,0.367754352,0.000874814,0.000173213,0.000701601,1.92E-05,0.338859242,0.663030356,0.276441256,0.785233138,1.043679468,0.676581226,0.832621818,0.112457353,0.048071035,0.209867903,0.321546671,0.420916805,0.460414662,0.00743592,0.013909544,0.024538536,0.038885487,0.036129822,0.041378707,0.059268655,0.041816114,0.029831161,0.460414662,0.106114951,0.460414662,0.585171901,0.824039892,0.503735456,0.660887061,1,0.164771236,0.151167877,0.000120724,0.000118975,1
0.595916961,0.043026962,0.09440951,0.14872082,0.247394263,0.062322336,0.020027565,0.002670342,0.017357223,0.071108623,0.00030149,0.618614868,0.28404686,0.097338272,0.727711259,0.272331812,0.007838746,0.077655267,0.269403049,0.109656301,0.070764062,0.123137221,0.016065122,0.517141873,0.144499957,0.001119821,0.142604876,0.089111896,0,0.003919373,0.085494013,0.006546645,0.993496425,0.996726678,0.007838746,0.00030149,0.627444224,0.097941252,0.240546128,0.353346541,0.016668102,0.022999397,0.019338444,0.018003273,0.078344388,0.003488673,0.016151262,0,0.353346541,0.470324748,0.008958567,0.316693944,0.000519425,0.000458265,0.000101645,0.02657421,0.453785856,0.02657421,0.02657421,0.453742786,0.046300284,0.434016711,0.000379878,0.002024291,0.055129641,0.353518822,0.257731071,0.112800413,0.001550521,0.002713412,0.000260143,0.105736928,0.098673443,0.025842019,0.071323973,0.145146007,0.060728745,0.027780171,0.006546645,0.008140236,0.050262727,0.033163925,0.051037988,0.044922043,0.098888793,0.113532604,0.062365406,0,0.072874494,0.192350762,0.108837971,0.018477044,0.008614006,0.03988285,0.033723835,0.284477561,0.035231286,0.247135843,0.072529934,0.208157464,0.110216212,0.181152554,0.000511672,0.000246361,0.010801964,0.010845034,3.002110432,3.019192006,0.138470152,0.000195538,0.000366957,0.008467568,0.008097166,0.198725127,0.252554053,0.79705401,0.063312947,0.733741063,0.190602119,0.224911706,0.000861401,9.48E-05,0.000766647,4.31E-06,0.244723921,0.370014644,0.252347317,0.532793522,0.632311138,0.496700836,0.564656732,0.13450771,0.056034111,0.099664054,0.195072788,0.640795934,0.319665777,0.007709536,0.009087777,0.016065122,0.031268843,0.033336205,0.034972866,0.049788957,0.02691877,0.016754242,0.319665777,0.046214144,0.319665777,0.48088552,0.579817383,0.442889138,0.51625463,1,0.247480403,0.123610991,0.000177449,0.000167112,1
0.181874676,0.025220093,0.042465044,0.048006214,0.057845676,0.008337649,0.002796479,0.002744692,0.001035733,0.004401864,0,0.18674262,0.251527706,0.561729674,0.086483687,0.913568099,0.020041429,0.28689798,0.811134127,0.013050233,0.009010875,0.013050233,0.003625065,0.739720352,0.004246504,0.004142931,0.018850337,0.006059037,0.000828586,0.003625065,0.219005697,0.01216986,0.987881926,0.996633868,0.020041429,0,0.196271362,0.079285344,0.216623511,0.451372346,0.035888141,0.021802175,0.016519938,0.017089591,0.104505438,0.011393061,0.027498705,0,0.451372346,0.585810461,0.001967892,0.24407043,0.00072087,0.000680476,5.80E-05,0.009062662,0.550491973,0.009010875,0.009010875,0.550491973,0.021336095,0.53821854,0.000471258,0.001967892,0.059917141,0.421077162,0.421284309,0.018073537,0.001501813,0.003728638,0.000250647,0.130450544,0.085292595,0.015018125,0.066545831,0.072138788,0.045054376,0.076281719,0.040859658,0.046452615,0.06178146,0.063645779,0.151631279,0.014293112,0.049559814,0.173174521,0.110305541,0,0.041584671,0.171361989,0.170636976,0.005334024,0.002019679,0.038632833,0.038943553,0.344640083,0.002692905,0.333298809,0.013982393,0.272294148,0.068772657,0.308285862,0.00065044,0.000190575,0.01426204,0.014552046,3.606204039,4.034334542,0.033091662,0.000207147,0.000377007,0.009601243,0.009849819,0.383863283,0.482889694,0.803573278,0.040186432,0.763438633,0.344505438,0.40073537,0.001035733,0.000176075,0.000859658,8.29E-06,0.315691352,0.654759192,0.290160539,1.006452615,1.156965303,0.865416882,0.958539617,0.154738477,0.028430865,0.067426204,0.384930088,0.337234593,0.347332988,0.002330399,0.004194718,0.007146556,0.016675298,0.021232522,0.021439669,0.051786639,0.047125842,0.03744174,0.347332988,0.10678405,0.347332988,0.912304505,1.061574314,0.790108752,0.880870016,1,0.243241844,0.133764889,6.84E-05,6.63E-05,1
0.046376114,0.009487118,0.007368168,0.010498435,0.016325548,0.002745004,0.001444739,0.000626053,0.000433422,0.001011317,0,0.049699013,0.071081146,0.879267999,0.023886347,0.976113653,0.063183241,0.608331327,0.660727185,0.007657115,0.003322899,0.006405008,0.000866843,0.893908018,0.000915001,0.001541055,0.003563689,0.000192632,0.000144474,0.001300265,0.097616181,0.02759451,0.97240549,0.993113412,0.063231399,0.00024079,0.058463761,0.104310137,0.246713219,0.398699735,0.038815314,0.014206598,0.010883699,0.018059234,0.087454852,0.012810017,0.033469781,0,0.398699735,0.317649892,0.00211895,0.260486395,0.000659764,0.000624127,5.20E-05,0.006308693,0.561136528,0.006308693,0.006260535,0.561136528,0.018733446,0.548615459,0.000439201,0.001059475,0.063424031,0.430339514,0.399855526,0.026486877,0.002648688,0.003852637,0.000289911,0.191668673,0.071562726,0.029857934,0.091403804,0.094485914,0.080327474,0.063279557,0.032651096,0.033421623,0.070551409,0.058704551,0.135516494,0.031206357,0.094389598,0.17428365,0.095641705,0,0.019841079,0.213098965,0.177991813,0.004430532,0.008379485,0.045846376,0.033903203,0.392391043,0.003130267,0.38136287,0.014110282,0.304406453,0.081194317,0.30402119,0.000599085,0.000158921,0.010344329,0.011268962,2.40980496,2.603939321,0.082157477,0.000125211,0.000364074,0.007185167,0.007425957,0.332106911,0.402475319,0.8278353,0.037226102,0.790657356,0.298935709,0.339995184,0.000963159,0.00014929,0.000813869,1.64E-05,0.329207802,0.545591139,0.302383819,0.830927041,0.925682639,0.718738261,0.779898868,0.136575969,0.03443294,0.107392247,0.280048158,0.408812906,0.39552131,0.005152902,0.008764748,0.017192391,0.029617144,0.03395136,0.030628461,0.0556706,0.047194799,0.031254515,0.39552131,0.08726222,0.39552131,0.688196484,0.804642427,0.604526848,0.679662894,1,0.217192391,0.134168071,0.000101132,0.000101132,0
0.206428868,0.024139361,0.039236831,0.048942348,0.082911655,0.011198673,0.003940274,0.00423061,0.001659063,0.014682704,0,0.215138946,0.21364579,0.57125674,0.156947325,0.843094152,0.028121112,0.265989216,0.749896309,0.011281626,0.014599751,0.013355454,0.018788884,0.617959353,0.014931564,0.004064703,0.026420572,0.009912899,0.00012443,0.005018664,0.302820406,0.016217337,0.983824139,0.995064289,0.028121112,0,0.215014517,0.138614683,0.221401908,0.457901286,0.03152219,0.031273331,0.036167565,0.015885525,0.083533803,0.020199088,0.025715471,0.000248859,0.457859809,0.599917047,0.002032352,0.248652012,0.000578183,0.000538366,5.81E-05,0.011406056,0.561675653,0.011406056,0.011447532,0.561634177,0.028287018,0.544794691,0.00037246,0.002613024,0.044960597,0.456532559,0.389589382,0.034093737,0.008793032,0.004852758,0.000130236,0.124554127,0.114309415,0.021070095,0.091041062,0.108544173,0.060929075,0.061426794,0.044296972,0.032890917,0.066486935,0.056449606,0.122189963,0.048154293,0.088801327,0.176026545,0.08610535,0,0.056076317,0.218042306,0.171754459,0.009373704,0.018913314,0.06715056,0.041808378,0.392700124,0.006428868,0.376068022,0.023102447,0.293612609,0.104686852,0.278598092,0.000517628,0.000165077,0.010485276,0.01060141,2.486014102,2.691215263,0.120489423,0.000145998,0.000341767,0.007125674,0.007366238,0.276706761,0.350095396,0.821692244,0.036582331,0.785151389,0.251704687,0.293413521,0.000829531,0.000134384,0.000695147,2.16E-05,0.315014517,0.498216508,0.276731647,0.713338864,0.82610535,0.61934467,0.688452924,0.129987557,0.0410618,0.156076317,0.233670676,0.433720448,0.399128992,0.006553297,0.013355454,0.016258814,0.03139776,0.032642057,0.035047698,0.05603484,0.047075902,0.027167151,0.399128992,0.081833264,0.399128992,0.568809623,0.688900871,0.499966819,0.577196184,1,0.216507673,0.125300705,0.000100373,0.00010535,1
0.102287257,0.018137046,0.026140077,0.027039826,0.027039826,0.003835772,0.001846853,0.000994459,0,0.000378842,0,0.105081214,0.199033954,0.695884832,0.017616139,0.982336506,0.040488706,0.323246673,0.812141876,0.007576834,0.00999195,0.002415116,0.001278591,0.736468248,0.000378842,0.000947104,0.000994459,0,0.001041815,0.002888668,0.256002273,0.032296254,0.967656391,0.982336506,0.040488706,0.000615618,0.104939149,0.073684709,0.24198513,0.392053796,0.030070559,0.015343089,0.009281621,0.006156177,0.104749728,0.014822181,0.033006582,0.000236776,0.39200644,0.565373869,0.001988919,0.303262774,0.000603305,0.00055595,7.39E-05,0.010844343,0.521096747,0.010796988,0.010844343,0.521096747,0.026660984,0.505280106,0.000421461,0.001041815,0.059288725,0.387507695,0.385850263,0.002462471,0.002604537,0.004072548,0.000193209,0.150826348,0.082019226,0.026755694,0.159776483,0.098925037,0.048444381,0.045176872,0.023488185,0.020836293,0.066912914,0.064687219,0.17019463,0.026187432,0.088601601,0.177913529,0.103802623,0,0.014395984,0.230335748,0.162617796,0.003646351,0.006866506,0.039636312,0.050717431,0.39309561,0.00345693,0.382440688,0.014064498,0.30676706,0.076857508,0.313065303,0.000509542,0.000156272,0.008192452,0.009461571,2.271468485,2.444305536,0.070748686,0.000111758,0.000339063,0.007036984,0.007112753,0.280153431,0.348903727,0.835156509,0.039399536,0.795756973,0.258748875,0.3008666,0.000947104,0.0001307,0.000816404,1.42E-05,0.277359473,0.484093384,0.300279396,0.696329971,0.801922622,0.619955486,0.689937018,0.126675191,0.03580054,0.108632855,0.278950609,0.493630724,0.396552541,0.005256428,0.008381872,0.016479614,0.034664015,0.043330018,0.04025193,0.060283184,0.039920443,0.025903301,0.396552541,0.065444902,0.396552541,0.587053085,0.700336222,0.528313681,0.603778946,1,0.210920112,0.170668182,0.00010797,0.00010797,1
0.080235742,0.012483178,0.018701564,0.020697016,0.025894473,0.002552323,0.000417653,0.000928117,0.000185623,0.001020929,0,0.082880876,0.148916423,0.768202701,0.018469535,0.981576871,0.034618776,0.36962272,0.798876978,0.006032763,0.002366699,0.00213467,0.001670611,0.681145297,0.001252958,0.00134577,0.000881711,0.000417653,0.001020929,0.004362151,0.307902919,0.02009374,0.97990626,0.995684254,0.03457237,9.28E-05,0.054944545,0.085015546,0.259826442,0.411434405,0.037403128,0.015081906,0.010023667,0.009141956,0.099215741,0.016984547,0.032112859,0,0.411434405,0.540721147,0.001160147,0.352545362,0.000546661,0.000500255,7.89E-05,0.012158337,0.493572788,0.012158337,0.012158337,0.493619193,0.024270268,0.481507263,0.00041394,0.000974523,0.060327625,0.353287856,0.360295141,0.005336675,0.001531394,0.00292357,0.00019212,0.117685275,0.080978236,0.028818043,0.129611583,0.117685275,0.080606989,0.046266648,0.021578728,0.019490464,0.07104738,0.071975498,0.163719894,0.028121955,0.086871781,0.190171238,0.110121119,0,0.00751775,0.236530697,0.174021996,0.004733398,0.005893545,0.033737064,0.062833542,0.413476263,0.001856235,0.40229245,0.012993642,0.305582626,0.098102,0.34010859,0.000493758,0.000191192,0.008056058,0.00956889,2.324312033,2.726669451,0.063854471,0.000179127,0.000410228,0.007684811,0.007573437,0.260782403,0.345547357,0.858322892,0.036660634,0.821615852,0.24240568,0.29580955,0.000928117,0.000133649,0.000794468,1.02E-05,0.268411527,0.483558402,0.310826488,0.655232261,0.784862407,0.58726623,0.669738735,0.11740684,0.031555989,0.12167618,0.25347812,0.507587359,0.415286092,0.004176528,0.01099819,0.017634229,0.039769827,0.044364008,0.042507773,0.065525082,0.03939858,0.025244791,0.415286092,0.064364936,0.415286092,0.554661469,0.68386468,0.499716924,0.585215091,1,0.179219453,0.211239501,0.000115087,0.000118799,0
0.236153689,0.025546699,0.044451257,0.057735541,0.089771102,0.018700184,0.006744329,0.009554466,0.009758839,0.019977519,0,0.258226037,0.217708972,0.524064991,0.18235234,0.81764766,0.052626201,0.264152871,0.714438994,0.028459023,0.027028408,0.033363989,0.016094421,0.58854486,0.0054159,0.007306356,0.034539138,0.001021868,0.001124055,0.008941345,0.337063151,0.041181279,0.958869814,0.983803393,0.052626201,0.00224811,0.273962804,0.16957899,0.223175966,0.390455753,0.017422849,0.030553852,0.012977723,0.014050685,0.080012262,0.007868383,0.024013897,0,0.390506847,0.51307991,0.006642142,0.345544656,0.000604946,0.000530349,0.000126712,0.021357041,0.480686695,0.021305947,0.021305947,0.480686695,0.041896587,0.460147149,0.000449622,0.002145923,0.051451053,0.363427345,0.241160842,0.081136317,0.006693235,0.006335581,0.000211527,0.114193746,0.101420396,0.066114858,0.31253832,0.12206213,0.027437155,0.014714899,0.00495606,0.005518087,0.062895974,0.052983854,0.078939301,0.176527693,0.127682403,0.131974249,0.050889025,0,0.027794809,0.353157572,0.123646025,0.010320867,0.033108522,0.089004701,0.047414674,0.477825465,0.009298999,0.443899448,0.043225015,0.305947272,0.180104231,0.209329655,0.00065093,0.00022992,0.009809933,0.010279992,1.832464746,2.20944206,0.277845902,0.000193133,0.000490497,0.007255263,0.0072757,0.234355201,0.31710607,0.847639485,0.048640916,0.798998569,0.223829961,0.277590435,0.001021868,0.000127733,0.000894134,6.13E-06,0.245912528,0.480267729,0.250102187,0.542591457,0.680860413,0.505446556,0.594645412,0.089771102,0.060443491,0.275086859,0.218506029,0.687104026,0.487124464,0.016656448,0.042662988,0.047567954,0.06780094,0.054925404,0.050786838,0.055129777,0.025495606,0.01067852,0.487124464,0.031473534,0.487124464,0.390782751,0.52012058,0.363805436,0.455303495,1,0.184549356,0.12747803,0.000298385,0.000290211,0
0.289660653,0.030803029,0.048798729,0.081331214,0.105917547,0.022763392,0.007245022,0.007525474,0.00247733,0.012667103,0,0.298167711,0.251986538,0.449892493,0.150602973,0.849397027,0.036038142,0.227774142,0.7637188,0.019397962,0.016640179,0.01238665,0.012760587,0.677245957,0.010890904,0.00135552,0.042441806,0.027998504,0.001028326,0.00336543,0.222959708,0.022389455,0.977657287,0.992474526,0.036038142,0.000280452,0.3424792,0.096148453,0.251519118,0.363887071,0.023230812,0.015939048,0.009815836,0.011264841,0.101009629,0.005422081,0.026502758,0,0.363887071,0.516686922,0.005609049,0.337851734,0.0005581,0.000509489,8.23E-05,0.013087782,0.487519865,0.013087782,0.013134524,0.487519865,0.029073572,0.471534075,0.000418809,0.001449004,0.051276059,0.385107974,0.3415911,0.037253436,0.003926334,0.003786108,0.000191643,0.131205011,0.094465738,0.030989997,0.141207815,0.152706366,0.051509769,0.025988595,0.016640179,0.013601944,0.069365243,0.061606058,0.108114425,0.050154249,0.105263158,0.179629803,0.066654202,0,0.050014023,0.239319435,0.152519398,0.009862578,0.0094419,0.045526783,0.055997009,0.392867159,0.008787511,0.369729831,0.031924839,0.296157801,0.104795737,0.273207441,0.000518837,0.000190708,0.009011872,0.010161728,2.339712069,2.578592129,0.12826026,0.000143031,0.000358044,0.006992615,0.007132841,0.259437225,0.32642797,0.838506123,0.04501262,0.793540245,0.241862204,0.28294849,0.000934842,0.000124334,0.000810508,4.67E-06,0.262176311,0.481153594,0.286809386,0.641067589,0.747648874,0.57339441,0.647284285,0.126063382,0.053472936,0.132467047,0.27498364,0.53239226,0.40165467,0.006871085,0.011171356,0.021267645,0.042488548,0.045713752,0.041086286,0.057446013,0.035851173,0.020846966,0.40165467,0.056370945,0.40165467,0.521641582,0.644909788,0.468299523,0.55899785,1,0.197812471,0.168785641,0.000157988,0.000153314,2
0.258621531,0.02604751,0.050192674,0.069460026,0.096678211,0.01624311,0.005219258,0.002975465,0.003951027,0.013999317,0.000292669,0.264865129,0.257889859,0.477293791,0.193210087,0.806789913,0.025608507,0.252914492,0.716452856,0.022242817,0.026632847,0.028144969,0.007121604,0.703477879,0.007024048,0.000975562,0.045022194,0.00258524,0.000829228,0.003902249,0.229061997,0.014730989,0.985269011,0.994780742,0.025608507,0,0.285059265,0.081654553,0.238573728,0.402565729,0.024145164,0.017365007,0.010877518,0.014584654,0.094336862,0.004682698,0.027218184,0,0.402565729,0.53894932,0.003219355,0.312228672,0.000610702,0.000555095,8.78E-05,0.015413882,0.506414321,0.015365104,0.015413882,0.506463099,0.031608214,0.490219989,0.000437052,0.001121896,0.051021901,0.405736306,0.345349007,0.052436467,0.001999902,0.003121799,0.00019999,0.131700893,0.104629042,0.023072045,0.143505195,0.117408907,0.0639481,0.034876347,0.01185308,0.011999415,0.063313985,0.064289547,0.124871957,0.044485635,0.076532852,0.176771865,0.085751915,0,0.022584264,0.226232867,0.149017121,0.008292278,0.008341057,0.043802741,0.054972928,0.377737671,0.005804595,0.360177552,0.023315936,0.289888298,0.093312521,0.273401297,0.000571679,0.000180479,0.010692161,0.010965319,2.439910248,2.552773035,0.110189747,0.000210721,0.000379494,0.007482562,0.007667919,0.278688844,0.34028584,0.834056875,0.047753768,0.786303107,0.260426321,0.295322179,0.000975562,0.000128774,0.000846788,2.93E-06,0.266572362,0.506472855,0.280083898,0.718745427,0.812243305,0.640700454,0.703116921,0.134773913,0.05209502,0.120335593,0.278347398,0.508950783,0.383542266,0.005316814,0.0098044,0.019462465,0.038242037,0.037803034,0.043900298,0.055753378,0.036778694,0.022974489,0.383542266,0.059362958,0.383542266,0.58085947,0.697790352,0.524501244,0.605472904,1,0.209306863,0.151260914,0.000143408,0.000136579,1
0.253818147,0.030214195,0.051633647,0.060853941,0.094425268,0.01673838,0.005957728,0.004964774,0.003167998,0.017069365,0.000472836,0.266631992,0.266584708,0.466783299,0.168896875,0.831103125,0.021466736,0.219253865,0.769445364,0.020284647,0.014941605,0.02085205,0.005863161,0.671946664,0.0103551,0.018677006,0.044115561,0.003026148,0.000614686,0.006856116,0.238687408,0.011489905,0.988510095,0.995271644,0.02151402,0,0.269374439,0.096789446,0.204312261,0.510284174,0.046101471,0.035273535,0.027850017,0.019859095,0.091493688,0.006808833,0.01673838,0,0.510331458,0.557189465,0.00477564,0.305735496,0.000599556,0.000551326,7.57E-05,0.013002979,0.516572888,0.012955695,0.012955695,0.516572888,0.027377181,0.502151402,0.000421769,0.001654925,0.045581351,0.405078254,0.361199111,0.032436522,0.003640834,0.004586505,0.000193863,0.094567119,0.086150645,0.02165587,0.109130455,0.117121377,0.062130597,0.044824814,0.02709348,0.021088468,0.054754362,0.060759374,0.1601967,0.036124639,0.064683909,0.161236938,0.119296421,0,0.052059199,0.21041184,0.163695683,0.007234385,0.013759516,0.037212161,0.051444513,0.377039104,0.004302804,0.362901319,0.018440588,0.297744574,0.082746229,0.295805948,0.000510662,0.000152253,0.010676628,0.012199158,3.068447681,3.437098681,0.085394108,0.000134285,0.000390562,0.007934181,0.008217883,0.330653932,0.450479928,0.835311362,0.041089413,0.794221949,0.299579176,0.369937113,0.000945671,0.000169275,0.000776396,1.70E-05,0.280486075,0.670367393,0.283417656,0.890548016,1.098056646,0.76514256,0.899002317,0.139486501,0.039623623,0.119296421,0.292202941,0.368007944,0.381341907,0.00477564,0.00983498,0.01182089,0.028086434,0.027708166,0.027566315,0.050546125,0.042224219,0.031301716,0.381341907,0.106435292,0.381341907,0.739174429,0.938380065,0.641808123,0.770485602,1,0.207338408,0.160007565,0.00010497,0.000115372,2
0.06115088,0.009877365,0.015537429,0.015537429,0.017424116,0.002774541,0.000832362,0.00138727,0,0.000277454,0,0.0652572,0.117030132,0.817712669,0.013151323,0.986793186,0.086010765,0.403362743,0.767937406,0.002330614,0.002885522,0.001442761,0.001997669,0.72465457,0.000388436,0.001220798,0.001220798,0.000221963,0.00133178,0.002996504,0.265967482,0.067698796,0.932356695,0.965595694,0.086010765,0.00271905,0.03667943,0.086454692,0.238776982,0.402974308,0.032129183,0.01292936,0.011375617,0.008101659,0.108429055,0.012762888,0.030908385,0,0.402974308,0.541534876,0.000943344,0.336440819,0.00066589,0.000612619,8.77E-05,0.011209145,0.493091393,0.011209145,0.011209145,0.493146884,0.025636757,0.478774763,0.000501637,0.000998835,0.065090727,0.360523833,0.377004606,0.004494756,0.001054326,0.00338494,0.000229732,0.130014983,0.077576161,0.039842406,0.133566395,0.11486599,0.058542811,0.051828422,0.021252983,0.023972033,0.06731036,0.068420176,0.16042395,0.025692248,0.084623495,0.185394817,0.108318073,0,0.008434604,0.225903113,0.174907053,0.003218467,0.006436935,0.040175351,0.045058543,0.401975473,0.001997669,0.392542034,0.011486599,0.294711725,0.087786471,0.318572776,0.000631485,0.000205316,0.009899562,0.011164752,2.283757838,2.650363465,0.064202874,0.000174241,0.000500527,0.008345819,0.008589978,0.304622385,0.380012208,0.840796848,0.041618112,0.799234227,0.282492647,0.330958326,0.001109816,0.000143166,0.00096665,1.11E-05,0.2773431,0.53812774,0.30863992,0.752300094,0.855002497,0.679041119,0.743510349,0.124132956,0.033516453,0.111259087,0.27843072,0.542533711,0.404028633,0.004883192,0.010543255,0.021641418,0.03873259,0.043449309,0.043338328,0.064868764,0.040008879,0.021918872,0.404028633,0.050385661,0.404028633,0.640530492,0.752044837,0.583907663,0.654669552,0.972199101,0.192997059,0.1740192,0.000154264,0.000159814,1
