Immigrants,Under 5 years,5 to 14 years,15 to 24 years,25 to 44 years,45 years and over,Americas,Europe,Africa,Asia,Oceania and other,First generation,Second generation,Third generation or more,Total visible minority population,Not a visible minority,North American Aboriginal origins,Other North American origins,European origins,Caribbean origins,"Latin, Central and South American origins",African origins,Buddhist,Christian,Hindu,Jewish,Muslim,Sikh,Traditional (Aboriginal) Spirituality,Other religions,No religious affiliation,Aboriginal identity,Non-Aboriginal identity,Not a Registered or Treaty Indian,Aboriginal ancestry,Aboriginal languages,Non-Aboriginal languages,Movers,High school diploma or equivalent,"Postsecondary certificate, diploma or degree",Education,Humanities,Physical and life sciences and technologies,"Mathematics, computer and information sciences","Architecture, engineering, and related technologies","Agriculture, natural resources and conservation","Personal, protective and transportation services",Other fields of study,"With postsecondary certificate, diploma or degree",English,Non-official language,Not in the labour force,Participation rate,Employment rate,Unemployment rate,Class of worker - not applicable,All classes of worker,Occupation - not applicable,Industry - not applicable,All industries,Did not work in 2010,Worked in 2010,Average weeks worked in 2010,Worked outside Canada,No fixed workplace address,Worked at usual place,"Car, truck or van - as a driver",Public transit,Bicycle,Other methods,Median commuting duration,Between 5 and 6:59 a.m.,Anytime after 9:00 a.m.,Major repairs needed,1960 or before,1961 to 1980,1981 to 1990,1991 to 2000,2001 to 2005,2006 to 2011,6 rooms,7 rooms,8 or more rooms,0 to 1 bedroom,2 bedrooms,3 bedrooms,4 or more bedrooms,Band housing,Part of a condominium development,1 household maintainer,2 household maintainers,3 or more household maintainers,Under 25 years,25 to 34 years,75 years and over,One person or fewer per room,More than one person per room,Suitable,Not suitable,Spending less than 30% of household total income on shelter costs,Spending 30% or more of household total income on shelter costs,"Number of owner households in non-farm, non-reserve private dwellings",% of owner households with a mortgage,% of owner households spending 30% or more of household total income on shelter costs,Median monthly shelter costs for owned dwellings ($),Average monthly shelter costs for owned dwellings ($),Median value of dwellings ($),Average value of dwellings ($),"Number of tenant households in non-farm, non-reserve private dwellings",% of tenant households in subsidized housing,% of tenant households spending 30% or more of household total income on shelter costs,Median monthly shelter costs for rented dwellings ($),Average monthly shelter costs for rented dwellings ($),Median income ($),Average income ($),After-tax income in 2010 of population 15 years and over,Without after-tax income,With after-tax income,Median after-tax income ($),Average after-tax income ($),Composition of total income in 2010 of population 15 years and over (%),Income taxes paid as a % of total income,After-tax income as a % of total income,Net capital gains or losses as a % of total income,"Population aged 15 years and over who worked full year, full time and with employment income in 2010",Average employment income in 2010 ($),Family income in 2010 of economic families,Median family income ($),Average family income ($),Median after-tax family income ($),Average after-tax family income ($),Couple-with-children economic families,Lone-parent economic families,Income in 2010 of population aged 15 years and over not in economic families,Median total income ($),In bottom half of the Canadian distribution,Household total income in 2010 of private households,"$5,000 to $9,999","$10,000 to $14,999","$15,000 to $19,999","$20,000 to $29,999","$30,000 to $39,999","$40,000 to $49,999","$60,000 to $79,999","$100,000 to $124,999","$125,000 to $149,999",After-tax income of households in 2010 of private households,"$100,000 and over",Household income in 2010 of private households,Median household total income ($),Average household total income ($),Median after-tax household income ($),Average after-tax household income ($),Population in private households for income status,Less than 18 years,65 years and over,Prevalence of low income in 2010 based on after-tax low-income measure (%),18 to 64 years (%),
0.611013874,0.050032017,0.101942369,0.140533618,0.24529349,0.073169691,0.011056564,0.003116329,0.005421558,0.078164354,0.000170758,0.62565635,0.283927428,0.090416222,0.752017076,0.247982924,0.004695838,0.079701174,0.260320171,0.090160085,0.040213447,0.043970117,0.030565635,0.490458911,0.127641409,0.001408751,0.130202775,0.115432231,0.000298826,0.004397012,0.099551761,0.003201708,0.996798292,0.998847385,0.004695838,0.000213447,0.658484525,0.106254002,0.205080043,0.437481323,0.019679829,0.032529349,0.023906083,0.02796158,0.095240128,0.004439701,0.015154749,0,0.437481323,0.534386339,0.013233725,0.25058698,0.000583991,0.000527641,8.20E-05,0.018996798,0.52303095,0.018996798,0.019039488,0.523073639,0.039060832,0.502966916,0.000377375,0.00298826,0.053105656,0.413831377,0.343564568,0.076926361,0.001408751,0.005506937,0.000216009,0.104332978,0.110821772,0.011099253,0.012721451,0.066125934,0.050501601,0.0860619,0.053020277,0.01588047,0.050288154,0.042347919,0.083287086,0.02266809,0.042091782,0.108132337,0.111419424,0,0.055538954,0.141472785,0.126360726,0.016520811,0.005080043,0.031803629,0.012465315,0.263436499,0.020917823,0.239701174,0.044653148,0.188900747,0.094727855,0.221643543,0.00062412,0.000269797,0.014147279,0.013310566,3.414531483,3.6,0.06266809,0.000170758,0.000338954,0.007889007,0.008290288,0.218399146,0.289366062,0.792657417,0.064332978,0.72832444,0.206471718,0.249946638,0.000853789,0.000116115,0.000737673,4.27E-06,0.283287086,0.435124867,0.250800427,0.668183565,0.777084312,0.600674493,0.671197439,0.165037353,0.036542156,0.054557097,0.236883671,0.511462113,0.284311633,0.005122732,0.00601921,0.007897545,0.020192102,0.021728922,0.02339381,0.041195304,0.032059765,0.021728922,0.284311633,0.070522946,0.284311633,0.631538954,0.74141302,0.563705443,0.640256137,1,0.253489861,0.085933831,0.000128922,0.00011953,1
0.446159686,0.047956472,0.084313974,0.093804041,0.18107048,0.03901472,0.008351259,0.004555232,0.007592054,0.036230967,0,0.454890548,0.290142984,0.255008647,0.477329284,0.522712894,0.011050656,0.163018263,0.506980472,0.056223375,0.040533131,0.04032224,0.01556371,0.644565355,0.060230292,0.002108904,0.093466616,0.024294572,0,0.003711671,0.156101059,0.005314438,0.994685562,0.999072082,0.011092834,0,0.465477245,0.085832384,0.207178709,0.487198954,0.024716352,0.028132777,0.025180311,0.028343667,0.097937492,0.005947109,0.020582901,0,0.487198954,0.594289089,0.005904931,0.217976296,0.000614956,0.000567717,6.41E-05,0.016196381,0.570331941,0.016154203,0.016196381,0.570331941,0.03222405,0.554262095,0.000380446,0.002530685,0.052342992,0.454764014,0.398835885,0.063224936,0.002151082,0.00417563,0.000253912,0.109030326,0.10126956,0.011135012,0.009785314,0.074275592,0.086929014,0.094563246,0.04032224,0.00569404,0.04909528,0.06115821,0.119574845,0.019992408,0.029398119,0.137289637,0.124847104,0,0.05238517,0.1525581,0.148509005,0.010460163,0.003669493,0.030958708,0.014509258,0.301109283,0.010417985,0.285798642,0.025728626,0.230418828,0.080602303,0.261841495,0.000609895,0.000191488,0.013952507,0.013362014,3.385693197,3.788991522,0.049727951,8.94E-05,0.000360201,0.010131174,0.010190223,0.295162175,0.376160952,0.80446244,0.057573074,0.746889367,0.266303935,0.31231178,0.000843562,0.000143405,0.000700156,3.37E-06,0.334514319,0.534784259,0.266270193,0.847888987,0.968914758,0.727301868,0.803677928,0.17250833,0.032519296,0.058796238,0.344265891,0.355434645,0.311527268,0.003542958,0.004344342,0.005525328,0.01248471,0.01666034,0.018980134,0.038635117,0.046142815,0.029862078,0.311527268,0.105824792,0.311527268,0.778430132,0.902332448,0.668927412,0.748762073,1,0.246910456,0.080560125,7.34E-05,7.09E-05,1
0.255180409,0.028305077,0.048012365,0.052166353,0.108631599,0.018065015,0.00487852,0.002994735,0.003236246,0.018886152,0,0.266241607,0.227310052,0.506448341,0.277737526,0.722214172,0.037192677,0.256726078,0.652031107,0.023523161,0.018065015,0.038834951,0.018209921,0.639955562,0.028788098,0.018548037,0.062599623,0.010433271,0.000386417,0.003864174,0.217166594,0.019803893,0.980147805,0.992706371,0.037192677,0.001062648,0.317248708,0.121238468,0.181712795,0.519779742,0.030768488,0.03149302,0.029560933,0.042940637,0.09423755,0.006617398,0.021591074,0,0.519779742,0.583925035,0.004781916,0.213350722,0.000706178,0.000662706,5.99E-05,0.009467227,0.569482684,0.009467227,0.009467227,0.569482684,0.021639376,0.557310535,0.000442448,0.002173598,0.042312708,0.467903202,0.353813457,0.101482877,0.00376757,0.005168333,0.000249239,0.113027098,0.07960199,0.010288364,0.016277834,0.095010385,0.065304545,0.054967879,0.05675506,0.060136212,0.064386804,0.069458533,0.152876395,0.006134377,0.036613051,0.182872048,0.122735835,0,0.048688596,0.169009322,0.170120272,0.00932232,0.005506448,0.051683331,0.019997102,0.343959813,0.004492103,0.333381636,0.014973675,0.286142105,0.061826788,0.30531807,0.000653045,0.000147805,0.013543931,0.013485968,3.290508622,3.497522098,0.042844032,8.40E-05,0.000344878,0.012558566,0.012278414,0.42039318,0.48691494,0.792348935,0.039076462,0.75322417,0.37007197,0.401178573,0.000966044,0.000170024,0.00079602,7.73E-06,0.358788581,0.649809206,0.283920205,1.025986572,1.141071342,0.867323576,0.940424093,0.156209245,0.035840216,0.085060136,0.464261218,0.284789644,0.348403613,0.002560015,0.003864174,0.004733613,0.010240062,0.014587258,0.019465778,0.050379172,0.051152007,0.038545138,0.348403613,0.12283244,0.348403613,0.928792929,1.052668695,0.789479786,0.867294595,1,0.251509443,0.088827706,6.18E-05,5.70E-05,1
0.251902412,0.031314855,0.048425033,0.056864825,0.097126781,0.018170917,0.003551169,0.006595028,0.002075359,0.012728866,0,0.258589679,0.265138588,0.476271734,0.202554997,0.797398884,0.022183277,0.257621178,0.723008809,0.021768206,0.018124798,0.020107919,0.026195637,0.6623161,0.014435272,0.01203708,0.024719827,0.00050731,0,0.00401236,0.255638057,0.009269935,0.990683946,0.997278974,0.022183277,0,0.260711156,0.109947885,0.214638196,0.465018678,0.033666928,0.027348614,0.018585989,0.022275515,0.087995204,0.006641147,0.024258636,0,0.465018678,0.616473735,0.003274455,0.214177005,0.000677028,0.000626297,6.83E-05,0.012129318,0.577503113,0.012129318,0.012129318,0.577456994,0.026702947,0.562929484,0.000413227,0.001291334,0.057971683,0.446663285,0.402481206,0.04210672,0.002213716,0.003735645,0.000278559,0.133238021,0.092976064,0.012682747,0.036341835,0.067379975,0.071115621,0.077111101,0.051192178,0.040308075,0.050177558,0.058478993,0.153576535,0.020430752,0.039939123,0.13577457,0.14730434,0,0.0270719,0.178204123,0.158603514,0.006595028,0.004104598,0.038509431,0.028132638,0.338790758,0.004611908,0.327629941,0.015772725,0.262970991,0.079970484,0.288520961,0.000638288,0.000186321,0.014711986,0.014370705,3.692173592,3.979689157,0.054789466,0.000202924,0.000365263,0.00899322,0.009832588,0.33589448,0.444237421,0.803763317,0.039108979,0.764654337,0.304118434,0.363759627,0.000922382,0.000167873,0.000754508,1.20E-05,0.336115851,0.636913711,0.278697597,0.951676429,1.09448877,0.808402896,0.893760089,0.160955587,0.04007748,0.083429415,0.333717659,0.328229489,0.343402666,0.002213716,0.006410552,0.007240695,0.018355394,0.018954942,0.020107919,0.045058341,0.046211318,0.035926763,0.343402666,0.116635152,0.343402666,0.845150579,0.989660102,0.718645944,0.809924826,1,0.244938431,0.098325877,7.47E-05,7.10E-05,1
0.116726835,0.016654633,0.02599278,0.031720818,0.037641396,0.004717208,0.005198556,0.001251504,0.001636582,0.003850782,0,0.122839952,0.199566787,0.677593261,0.049193742,0.950758123,0.04654633,0.320240674,0.814921781,0.007894103,0.011119134,0.011167268,0.002454874,0.766064982,0.0022142,0.001829122,0.006979543,0,0,0.002262335,0.217569194,0.028688327,0.971359807,0.990806258,0.04654633,0,0.125583634,0.106811071,0.25833935,0.396389892,0.034753309,0.018676294,0.008808664,0.010974729,0.089963899,0.009145608,0.033790614,0,0.396389892,0.529386282,0.0011071,0.327509025,0.000588207,0.000534296,8.76E-05,0.014873646,0.49954272,0.014873646,0.014873646,0.49954272,0.029506619,0.484861613,0.000433213,0.001540313,0.042647413,0.402839952,0.378002407,0.009626955,0.004909747,0.002984356,0.000153069,0.109458484,0.105078219,0.030565584,0.177087846,0.119277978,0.047942238,0.038796631,0.020746089,0.013959085,0.075956679,0.069554753,0.141323706,0.040625752,0.095306859,0.195619735,0.086257521,0,0.008375451,0.253814681,0.158604091,0.005391095,0.011407942,0.047268351,0.060216606,0.415162455,0.002695548,0.400625752,0.01723225,0.312154031,0.104837545,0.310613718,0.00053911,0.000174248,0.008702768,0.009858002,1.925862816,2.148129964,0.106859206,0.000172323,0.000438989,0.007123947,0.007297232,0.275070999,0.340948255,0.841925391,0.039855596,0.802069795,0.256895307,0.295884477,0.000962696,0.000127076,0.00083562,8.66E-06,0.268303249,0.484746089,0.293429603,0.667706378,0.775942238,0.593867629,0.671220217,0.122021661,0.049434416,0.146137184,0.251619735,0.528423586,0.417809868,0.006498195,0.012274368,0.025655836,0.045246691,0.043176895,0.044572804,0.062045728,0.038170878,0.020072202,0.417809868,0.057184116,0.417809868,0.541371841,0.654527076,0.488471721,0.567990373,1,0.199229844,0.172370638,0.000138628,0.000140554,1
0.196044026,0.024645079,0.040716223,0.051284096,0.06767427,0.011764237,0.0058223,0.003110544,0.002033817,0.005622906,7.98E-05,0.204697719,0.234566917,0.560775243,0.080874143,0.919125857,0.035093316,0.276758654,0.809020577,0.01004945,0.011445207,0.012123146,0.004825331,0.742383155,0.00291115,0.003309938,0.010527995,0.000917212,0.000797575,0.002711756,0.231615888,0.023687989,0.976312011,0.990309459,0.035093316,0.000837454,0.1806907,0.096785771,0.265273568,0.408518105,0.029590046,0.021813686,0.010926783,0.01132557,0.092040198,0.008454299,0.035332589,0,0.408518105,0.549489552,0.001794545,0.321103844,0.000494497,0.000453023,6.78E-05,0.013718296,0.511126176,0.013718296,0.013718296,0.511126176,0.027396714,0.497447759,0.000350933,0.006540118,0.046538523,0.400781624,0.37111182,0.012362418,0.005662785,0.004067634,0.000122827,0.100933163,0.119556548,0.029709683,0.156045621,0.120992184,0.047974159,0.042949434,0.023129686,0.022451747,0.073018025,0.072938268,0.137860903,0.039400223,0.094193651,0.193491785,0.086497049,0,0.018942415,0.247128729,0.158238954,0.008175148,0.007497208,0.040756101,0.058741426,0.410392407,0.00323018,0.395916414,0.017666294,0.30830276,0.103166374,0.316318392,0.000442654,0.000158717,0.007481257,0.00830276,1.750542351,2.064141011,0.095390014,0.000150742,0.000335779,0.00597384,0.006157282,0.22169405,0.285197001,0.845948317,0.034136226,0.811812091,0.204123465,0.246482693,0.000797575,0.00010847,0.000689105,1.12E-05,0.267227628,0.404498325,0.294943372,0.553166374,0.65370075,0.496554474,0.564220769,0.120952305,0.049011007,0.137701388,0.216693253,0.533298772,0.413622587,0.005463391,0.013837933,0.01910193,0.043507736,0.042630404,0.046937311,0.060256819,0.037486042,0.020457808,0.413622587,0.058382517,0.413622587,0.450925187,0.559881959,0.411987558,0.483801244,1,0.192494816,0.182445366,0.000106078,0.000110065,1
0.136026817,0.023171019,0.031227946,0.036814867,0.040637497,0.004175488,0.0018231,0.002646436,0.000294048,0.001058574,0,0.138614444,0.241237356,0.62020701,0.026817219,0.97324159,0.0248765,0.294283698,0.853211009,0.005351682,0.005586921,0.004469537,0.001529052,0.762820513,0.00194072,0.001293813,0.003175723,0.000588097,0.000235239,0.002117149,0.226358504,0.011820748,0.988238062,0.995765702,0.0248765,0,0.126970125,0.079040226,0.231357328,0.445189367,0.038285109,0.022230064,0.013055752,0.009174312,0.109386027,0.013055752,0.029228417,0,0.445189367,0.572747589,0.000646907,0.285697483,0.000768055,0.000718654,7.53E-05,0.009762409,0.528522701,0.009762409,0.009762409,0.528463891,0.022465302,0.515819807,0.00053164,0.003116914,0.062455893,0.388496824,0.40272877,0.005116443,0.002175959,0.004234298,0.000243472,0.126852505,0.076923077,0.018525053,0.108151023,0.096506704,0.050458716,0.054516584,0.03634439,0.0266996,0.066925429,0.06298518,0.161256175,0.020348153,0.067219478,0.18131028,0.103740296,0,0.024170783,0.201952482,0.167372383,0.003293343,0.004351917,0.036697248,0.04769466,0.370383439,0.002234768,0.359621266,0.012996942,0.290402258,0.071100917,0.316160903,0.000649259,0.000201129,0.012726417,0.014114326,3.521818396,3.947094801,0.04581275,0.000115267,0.000441073,0.009703599,0.010350506,0.394824747,0.511750176,0.823923783,0.034168431,0.789755352,0.360550459,0.428193366,0.001176194,0.00019172,0.000984474,3.18E-05,0.296812515,0.727346507,0.295695131,1.050564573,1.212161844,0.906516114,1.0133498,0.142554693,0.026170313,0.086038579,0.410703364,0.373088685,0.372677017,0.003293343,0.004822395,0.010115267,0.022465302,0.028111033,0.030051753,0.060162315,0.050105857,0.032227711,0.372677017,0.094154317,0.372677017,0.904010821,1.084733004,0.792484121,0.907433545,1.00005881,0.219830628,0.166725476,8.23E-05,8.70E-05,1
0.03729228,0.006169066,0.008225421,0.011337742,0.010559662,0.001000389,0.000833658,0.00038904,0,0.000944812,0,0.038348247,0.078252654,0.883454677,0.013838715,0.986216862,0.123325738,0.524426166,0.756683155,0.00216751,0.002723281,0.003279053,0.001278275,0.853498583,0.00077808,0.000222309,0.00216751,0,0.001278275,0.001278275,0.139220808,0.0973712,0.902684377,0.967153893,0.123270161,0.002723281,0.04790752,0.083254599,0.211082087,0.431056522,0.034735731,0.012671595,0.009948313,0.008392153,0.132551548,0.008503307,0.037403435,0,0.431112099,0.469349191,0.000722503,0.309175791,0.000698049,0.000646918,8.11E-05,0.009670427,0.511754571,0.009670427,0.009726005,0.511754571,0.024009337,0.497471239,0.000490191,0.000444617,0.059801034,0.402656589,0.394542322,0.011504474,0.002500973,0.008392153,0.000228978,0.152614906,0.076029567,0.03729228,0.108153171,0.146668149,0.049630412,0.050519647,0.015339299,0.026399155,0.073973212,0.060412383,0.135330406,0.025621075,0.084032679,0.184127161,0.102928917,0.000444617,0.003612516,0.22458734,0.169232479,0.002834436,0.007502918,0.047073862,0.037681321,0.394931362,0.001778469,0.385372089,0.011282165,0.316678708,0.074362252,0.322958928,0.00067693,0.000166732,0.010993164,0.012160285,2.437336742,2.674984716,0.068415495,0.000210082,0.000421275,0.007880843,0.008258767,0.373156227,0.444295004,0.830656366,0.044239426,0.786305786,0.341944089,0.378391597,0.001111543,0.00016562,0.000945923,8.89E-06,0.277552381,0.62358695,0.310342911,0.887500695,0.997198911,0.776268549,0.845840049,0.138164842,0.034513422,0.098649475,0.316700939,0.432445951,0.396709832,0.004668482,0.010504085,0.015617184,0.029233591,0.031790141,0.038070361,0.062524315,0.044572889,0.029789363,0.396709832,0.074139943,0.396709832,0.762429834,0.881431668,0.676418607,0.750113933,0.992552659,0.211359973,0.140443506,0.000111154,0.000114489,0
0.045558852,0.009178933,0.009962501,0.010690099,0.013376616,0.002350702,0.001063413,0.000951475,0.000559691,0.000895506,0,0.051547546,0.109307662,0.839144792,0.020372754,0.979627246,0.113561314,0.432473275,0.778530251,0.003078301,0.00374993,0.003805899,0.001511166,0.744389097,0.001343259,0.00123132,0.002126826,0.000503722,0.002630548,0.001679073,0.24452902,0.087199866,0.912800134,0.96311636,0.113561314,0.002686517,0.040745508,0.136116863,0.222533162,0.439805228,0.039066435,0.016007164,0.009346841,0.010186377,0.092516931,0.010578161,0.036995578,0,0.439805228,0.525997649,0.000839537,0.330329658,0.000681704,0.00061678,0.000106341,0.01186545,0.502994347,0.01186545,0.01186545,0.502938378,0.02692114,0.487882689,0.000498125,0.000671629,0.051379638,0.391168075,0.34644876,0.015391504,0.006436447,0.007275984,0.000170146,0.095987015,0.08065148,0.042368613,0.139363072,0.156937371,0.07068898,0.034253092,0.014607936,0.016678793,0.06878603,0.055073599,0.153635193,0.055969105,0.10320703,0.163653663,0.109643477,0.000279846,0.015335535,0.262886886,0.164996922,0.004645436,0.018525774,0.053506464,0.053562434,0.430682263,0.001791011,0.420607824,0.011921419,0.315441876,0.108076342,0.29143113,0.000649242,0.000190295,0.01048861,0.011787094,2.353780713,2.668506185,0.132254995,0.000201489,0.000495886,0.008652824,0.008608048,0.32380366,0.421525718,0.845133486,0.034588907,0.810544579,0.300061566,0.361851458,0.001119382,0.000158952,0.00096043,1.01E-05,0.277718699,0.609167739,0.295908658,0.806895394,0.951329266,0.719203,0.813287066,0.112441932,0.043376056,0.16259025,0.272368053,0.514468014,0.432529244,0.008003582,0.016622824,0.028320367,0.043655902,0.044271562,0.042704427,0.062573459,0.0374993,0.024850283,0.432529244,0.063468965,0.432529244,0.631846421,0.790104662,0.568500588,0.678110483,0.98376896,0.190854648,0.165780489,0.000158952,0.000158952,0
0.098678246,0.016271413,0.019707019,0.026387365,0.032590543,0.003721907,0.000906618,0.000858902,0.000190867,0.001192919,0,0.103545355,0.155842916,0.740611729,0.024621845,0.975378155,0.04203846,0.390847927,0.793243308,0.006966646,0.004771675,0.003197022,0.001336069,0.712554278,0.001288352,0.001717803,0.003101589,0,0.000763468,0.003578757,0.275516534,0.024955862,0.975044138,0.988452546,0.042086176,0.000906618,0.057641838,0.10096865,0.256907,0.431598034,0.035358114,0.020661354,0.010545402,0.011070287,0.103736222,0.011404304,0.032972277,0.000190867,0.431598034,0.559144916,0.000572601,0.323710455,0.000591688,0.000544925,7.44E-05,0.011786038,0.51572267,0.011786038,0.011786038,0.515674953,0.027914301,0.499594408,0.000426588,0.001049769,0.058071289,0.379014172,0.374815098,0.007777831,0.003053872,0.003435606,0.000195639,0.132700291,0.08641504,0.03115904,0.13594503,0.102495586,0.060934294,0.046953285,0.033401727,0.026578232,0.067376056,0.072243165,0.162618695,0.028152884,0.087989693,0.186143055,0.104070239,0.00014315,0.013694708,0.228229231,0.174070716,0.004055924,0.006060028,0.033592594,0.053776781,0.404638068,0.001717803,0.394378966,0.011929188,0.29923176,0.091950184,0.327718662,0.000531565,0.000186095,0.009667414,0.010679009,2.389817245,2.699947512,0.063845016,0.000145059,0.000418953,0.007882808,0.008150021,0.289640693,0.369260867,0.851171446,0.037028201,0.814095529,0.266001813,0.314730162,0.000954335,0.000141242,0.000813093,7.63E-06,0.275468817,0.52269886,0.307963926,0.72654483,0.840969604,0.638411986,0.716171208,0.125065611,0.031970225,0.113231856,0.291005392,0.463138808,0.406308155,0.003960491,0.010354535,0.01441046,0.032113375,0.039318605,0.039843489,0.063654149,0.042229327,0.028534619,0.406308155,0.071813714,0.406308155,0.618180083,0.740048671,0.546280479,0.630538722,0.992079019,0.189817245,0.192298516,0.000106886,0.00011452,1
0.309882959,0.032407994,0.058393544,0.06773144,0.127815101,0.02353488,0.007140744,0.010816749,0.002492923,0.016816665,0.000591541,0.326826383,0.274348249,0.398867622,0.196560612,0.803439388,0.013267419,0.203659103,0.755017535,0.021464486,0.018760299,0.025013732,0.007267503,0.69949719,0.018253264,0.005366122,0.031985465,0.011661808,0,0.004732328,0.221109562,0.006549204,0.993493049,0.997633836,0.013267419,0,0.295094435,0.09270292,0.19394093,0.532006591,0.03422487,0.039802256,0.023872903,0.02281658,0.082350953,0.005535133,0.01905607,0,0.531964339,0.582287573,0.003380234,0.274770778,0.000564499,0.000523091,6.25E-05,0.009802679,0.542358558,0.009802679,0.009802679,0.542316305,0.023788397,0.52837284,0.000375206,0.002957705,0.044450078,0.41530401,0.34267123,0.064604724,0.003337981,0.00519711,0.000214645,0.091139561,0.090379009,0.017196941,0.061858284,0.119110998,0.097731018,0.036379769,0.02729539,0.019985634,0.047238771,0.05011197,0.177166519,0.028182702,0.056365403,0.122237715,0.155533021,0,0.049604935,0.199476064,0.156335826,0.006549204,0.006168927,0.025774285,0.044745849,0.358769595,0.003591499,0.348375375,0.013985719,0.274770778,0.08678751,0.289855072,0.000449571,0.000158871,0.011501246,0.013630794,4.64995986,5.366882157,0.072506021,0.000149575,0.000378586,0.009329446,0.009760426,0.31870537,0.566459627,0.826889762,0.040647315,0.7862847,0.285764989,0.42830101,0.000845059,0.000206194,0.000638864,5.24E-05,0.306967507,0.866015972,0.283263616,0.986850889,1.422596865,0.825833439,1.068061013,0.151941522,0.033295306,0.096421177,0.313964592,0.293319812,0.362361094,0.003845016,0.007056239,0.010013943,0.019478599,0.022351798,0.022309545,0.041323362,0.035830481,0.030802383,0.362361094,0.143321925,0.362361094,0.811340685,1.229416487,0.690235349,0.929378459,1.000042253,0.218785651,0.150885199,7.61E-05,7.52E-05,1
0.299385581,0.037130354,0.059054944,0.057375238,0.122618574,0.023162268,0.009415197,0.007470274,0.003492021,0.017150687,0.000176811,0.312469611,0.284621845,0.402908544,0.242805994,0.757238209,0.016576051,0.212924899,0.708659329,0.026919507,0.026477479,0.027140521,0.007116651,0.700526013,0.023383283,0.004331875,0.045926712,0.020775317,0,0.003049993,0.19480175,0.006497812,0.993502188,0.997568846,0.016576051,8.84E-05,0.326923927,0.113335986,0.162401096,0.514520621,0.035627459,0.033549927,0.025902842,0.027803563,0.083454891,0.004022455,0.021482562,0,0.514520621,0.593157406,0.003934049,0.187110463,0.000666578,0.000625912,5.39E-05,0.010431861,0.562657472,0.010476064,0.010431861,0.562657472,0.023427485,0.549661849,0.000402246,0.002607965,0.044689033,0.451796844,0.394598418,0.059320161,0.001679706,0.004773903,0.000228086,0.106705565,0.082394024,0.006276798,0.001635504,0.004155063,0.054723069,0.107987446,0.096185298,0.066923043,0.053485391,0.057331035,0.148211997,0.012155771,0.035097025,0.14180259,0.142554038,0,0.06356363,0.164213411,0.162312691,0.005083322,0.002077532,0.046722362,0.01387968,0.328161605,0.003447819,0.321840605,0.009768819,0.256597268,0.074525925,0.30804933,0.000671883,0.000186536,0.015276489,0.015161561,4.067241303,4.302921805,0.023560094,0.000121116,0.000359811,0.013225478,0.012951421,0.38975379,0.519135393,0.760243999,0.041020201,0.719223799,0.343385051,0.410865049,0.000884056,0.000184768,0.000699288,1.50E-05,0.345047076,0.732104495,0.277460991,1.033320072,1.220076913,0.858736684,0.963983557,0.172611944,0.031649207,0.062723777,0.48312779,0.259956681,0.331609424,0.003094196,0.004597091,0.004110861,0.010122442,0.011536931,0.017636918,0.036732529,0.043628166,0.035627459,0.331609424,0.13817796,0.331609424,0.935994342,1.126393493,0.778154975,0.891155019,1,0.285638509,0.072138974,6.45E-05,6.28E-05,1
0.140231368,0.01910597,0.025918014,0.040469185,0.048127696,0.006610504,0.002740941,0.001894474,0.001088315,0.003950179,0,0.144342779,0.192470474,0.663146439,0.080978677,0.919021323,0.040146721,0.347011165,0.769922206,0.027127252,0.011769922,0.011366843,0.004554799,0.67926962,0.003627716,0.002861865,0.01023822,0.000967391,0.000282156,0.003869563,0.294288363,0.020637672,0.97932202,0.995122738,0.040146721,0.000161232,0.112499496,0.122737716,0.267806038,0.380829538,0.026442017,0.01515579,0.00866621,0.013825628,0.089282115,0.00471603,0.02873957,0,0.380869846,0.540287799,0.001048007,0.317747592,0.000502237,0.000446612,8.95E-05,0.021081059,0.504897416,0.021081059,0.021040751,0.504897416,0.036398081,0.489580394,0.000361965,0.000685235,0.055705591,0.392720384,0.352210891,0.037284856,0.002136321,0.005360958,0.000164456,0.145431094,0.104397598,0.03111774,0.12285864,0.171349107,0.060824701,0.031641743,0.013301624,0.011124995,0.076826958,0.071466,0.116570599,0.048853239,0.089443347,0.187794752,0.085009472,0,0.028820186,0.250352695,0.150590512,0.01023822,0.013503164,0.052118183,0.048369543,0.406828167,0.004312951,0.386271111,0.024870007,0.295416986,0.115482285,0.276472248,0.000502237,0.000168487,0.0095288,0.009649724,1.848748438,1.953847394,0.13466887,0.000147527,0.000345036,0.006973276,0.006828167,0.248079326,0.300141078,0.843726067,0.049256318,0.794429441,0.227667379,0.258107945,0.000806159,0.000112862,0.000693297,3.22E-06,0.287556935,0.435196904,0.28626708,0.590100367,0.675988553,0.524132371,0.580982708,0.116489983,0.059978234,0.15691886,0.229303882,0.508202668,0.41110081,0.006610504,0.013341932,0.019428433,0.041597807,0.035914386,0.042000887,0.060421621,0.039743641,0.024104156,0.41110081,0.064371801,0.41110081,0.48494498,0.580249103,0.434834133,0.498770607,1,0.197307429,0.148575114,0.000118505,0.000120118,1
